customer_id,signup_date,home_store,annual_visits,online_ratio,ltv_estimate,first_purchase_date,last_purchase_date,region,loyalty_member,total_purchases,total_spent,avg_purchase_value,visits_2023,has_escalation,escalation_reason,customer_rating
821,2022-03-29,YYC-DT,2,0.37,254.67,2022-03-29,2024-04-11,Calgary Downtown,False,6,154.98,25.83,2,False,None,4.33
822,2023-05-23,YYC-DT,8,0.36,50.26,2023-05-23,2024-10-23,Calgary Downtown,False,13,865.18,66.55,8,False,None,4.44
823,2023-07-13,YYC-DT,12,0.21,185.74,2023-07-13,2023-11-30,Calgary Downtown,False,16,787.54,49.22,10,False,None,4.09
824,2023-01-22,ONLINE,14,0.16,222.54,2023-01-22,2024-12-21,Online,True,20,539.92,27.0,15,False,None,4.36
825,2023-04-17,YYC-DT,6,0.04,214.84,2023-04-17,2023-08-07,Calgary Downtown,True,7,320.7,45.81,7,False,None,4.46
826,2020-02-11,YYC-DT,17,0.42,95.6,2020-02-11,2023-11-24,Calgary Downtown,True,81,3989.17,49.25,14,False,None,4.45
827,2023-01-19,ONLINE,17,0.28,157.71,2023-01-19,2024-12-19,Online,True,29,2414.37,83.25,10,False,None,4.79
828,2023-09-21,YYC-SE,5,0.29,269.07,2023-09-21,2024-02-11,Calgary SE,False,6,226.78,37.8,3,False,None,3.95
829,2019-07-14,ONLINE,9,0.38,206.57,2019-07-14,2020-02-27,Online,False,49,3960.09,80.82,8,True,Billing Error,4.26
830,2019-12-20,YYC-NW,14,0.2,150.64,2019-12-20,2024-12-24,Calgary NW,False,64,4718.73,73.73,9,False,None,4.31
831,2021-03-22,YYC-DT,12,0.67,85.45,2021-03-22,2023-08-27,Calgary Downtown,True,34,3012.14,88.59,12,True,Damaged Book,3.91
832,2022-02-23,YYC-SE,14,0.19,131.74,2022-02-23,2022-07-12,Calgary SE,False,33,1750.91,53.06,8,True,Billing Error,3.47
833,2021-11-28,YYC-DT,8,0.04,96.54,2021-11-28,2022-08-20,Calgary Downtown,False,21,1514.86,72.14,6,False,None,4.13
834,2021-07-23,YYC-DT,17,0.69,126.66,2021-07-23,2021-12-25,Calgary Downtown,False,52,1370.79,26.36,17,False,None,4.04
835,2019-01-06,YYC-NW,11,0.24,40.53,2019-01-06,2023-05-14,Calgary NW,False,57,3092.09,54.25,6,False,None,3.94
836,2021-03-20,YYC-SE,11,0.07,307.24,2021-03-20,2021-10-21,Calgary SE,False,40,2649.96,66.25,10,False,None,3.78
837,2022-11-14,ONLINE,4,0.32,32.23,2022-11-14,2024-03-29,Online,True,9,714.48,79.39,2,False,None,5.0
838,2022-07-13,ONLINE,6,0.03,43.37,2022-07-13,2024-05-03,Online,False,15,1074.3,71.62,3,True,Rude Staff,3.24
839,2019-06-05,YYC-DT,9,0.17,200.47,2019-06-05,2021-05-24,Calgary Downtown,False,44,2923.74,66.45,7,False,None,3.68
840,2022-07-16,YYC-DT,19,0.04,248.22,2022-07-16,2023-11-23,Calgary Downtown,True,33,1028.34,31.16,14,False,None,4.07
841,2022-12-22,YYC-NW,5,0.22,174.76,2022-12-22,2024-03-19,Calgary NW,False,11,766.13,69.65,3,False,None,4.18
842,2021-06-20,ONLINE,11,0.2,306.2,2021-06-20,2024-12-24,Online,False,29,1085.65,37.44,7,False,None,4.43
843,2024-09-15,YYC-DT,2,0.38,191.73,2024-09-15,2024-12-16,Calgary Downtown,True,0,0.0,0.0,2,False,None,4.22
844,2020-05-27,ONLINE,19,0.31,210.08,2020-05-27,2022-01-13,Online,False,95,8846.5,93.12,22,True,Late Delivery,3.71
845,2019-11-13,YYC-NW,7,0.03,169.07,2019-11-13,2023-07-23,Calgary NW,False,39,2800.25,71.8,4,False,None,4.22
846,2021-04-12,YYC-DT,11,0.05,335.33,2021-04-12,2024-09-08,Calgary Downtown,False,29,1422.77,49.06,9,False,None,4.39
847,2022-05-27,YYC-SE,14,0.05,76.94,2022-05-27,2023-04-27,Calgary SE,False,31,1797.3,57.98,7,False,None,3.98
848,2021-11-17,ONLINE,15,0.29,336.29,2021-11-17,2023-09-21,Online,True,34,1955.61,57.52,11,False,None,4.55
849,2024-04-01,YYC-SE,11,0.22,244.01,2024-04-01,2024-11-28,Calgary SE,False,8,472.14,59.02,8,False,None,4.47
850,2023-04-03,YYC-NW,6,0.72,212.56,2023-04-03,2024-06-14,Calgary NW,True,10,525.85,52.58,4,True,Late Delivery,3.78
851,2023-08-03,YYC-NW,18,0.07,331.42,2023-08-03,2024-12-17,Calgary NW,True,20,1195.79,59.79,20,True,Website Issue,4.15
852,2020-10-23,YYC-DT,18,0.19,126.32,2020-10-23,2023-08-02,Calgary Downtown,False,81,6780.61,83.71,17,False,None,3.36
853,2021-12-13,YYC-SE,17,0.29,117.47,2021-12-13,2024-07-27,Calgary SE,False,48,2048.83,42.68,17,False,None,3.84
854,2020-07-24,YYC-DT,8,0.24,86.94,2020-07-24,2023-03-05,Calgary Downtown,True,37,1482.37,40.06,7,False,None,4.37
855,2022-03-30,ONLINE,18,0.1,237.78,2022-03-30,2024-10-08,Online,False,48,4527.85,94.33,17,False,None,3.91
856,2022-05-19,YYC-NW,7,0.2,307.45,2022-05-19,2024-06-21,Calgary NW,False,15,857.94,57.2,4,False,None,3.62
857,2019-06-15,YYC-NW,11,0.59,111.87,2019-06-15,2024-04-06,Calgary NW,False,48,3602.38,75.05,11,True,Damaged Book,3.89
858,2024-05-10,YYC-NW,2,0.21,89.24,2024-05-10,2024-11-09,Calgary NW,False,1,38.27,38.27,2,False,None,4.21
859,2024-03-02,YYC-NW,14,0.38,123.82,2024-03-02,2024-08-18,Calgary NW,False,9,629.86,69.98,9,False,None,4.12
860,2019-04-10,YYC-DT,14,0.3,106.15,2019-04-10,2020-10-01,Calgary Downtown,True,86,6441.97,74.91,11,False,None,4.51
861,2023-12-09,YYC-DT,11,0.65,160.34,2023-12-09,2024-07-11,Calgary Downtown,False,11,340.91,30.99,9,False,None,4.07
862,2023-08-14,YYC-NW,15,0.43,67.34,2023-08-14,2024-07-13,Calgary NW,False,19,1099.64,57.88,17,True,Website Issue,3.91
863,2021-02-23,YYC-NW,5,0.43,143.22,2021-02-23,2021-06-24,Calgary NW,False,19,1738.21,91.48,3,False,None,4.16
864,2023-06-17,YYC-DT,11,0.31,116.59,2023-06-17,2024-08-19,Calgary Downtown,False,13,914.79,70.37,11,False,None,3.98
865,2022-04-21,YYC-DT,16,0.58,200.28,2022-04-21,2023-05-18,Calgary Downtown,False,38,2791.49,73.46,9,False,None,4.16
866,2019-06-07,YYC-SE,14,0.16,359.55,2019-06-07,2020-04-19,Calgary SE,False,69,2708.39,39.25,11,False,None,4.18
867,2023-12-10,ONLINE,14,0.58,272.26,2023-12-10,2024-03-10,Online,False,14,895.56,63.97,10,False,None,4.41
868,2023-11-16,YYC-DT,8,0.11,146.55,2023-11-16,2024-07-28,Calgary Downtown,False,7,268.98,38.43,9,True,Website Issue,2.9
869,2021-05-29,YYC-DT,10,0.46,159.32,2021-05-29,2024-08-11,Calgary Downtown,False,32,1802.2,56.32,6,False,None,3.87
870,2021-01-04,YYC-NW,3,0.42,501.25,2021-01-04,2021-09-27,Calgary NW,True,8,621.26,77.66,3,False,None,5.0
871,2021-06-21,YYC-SE,19,0.32,88.18,2021-06-21,2023-12-06,Calgary SE,False,71,3876.81,54.6,20,False,None,4.01
872,2024-10-04,YYC-NW,17,0.13,207.38,2024-10-04,2024-09-22,Calgary NW,False,3,145.85,48.62,20,True,Billing Error,3.31
873,2024-04-26,YYC-DT,14,0.2,90.03,2024-04-26,2024-11-22,Calgary Downtown,False,8,252.96,31.62,14,False,None,3.99
874,2023-01-14,YYC-DT,3,0.3,66.98,2023-01-14,2023-10-18,Calgary Downtown,False,5,441.38,88.28,3,True,Billing Error,3.16
875,2023-06-15,YYC-NW,18,0.1,333.13,2023-06-15,2023-12-14,Calgary NW,False,23,1602.69,69.68,14,False,None,4.16
876,2020-12-28,YYC-DT,13,0.7,183.16,2020-12-28,2024-02-14,Calgary Downtown,False,38,2464.63,64.86,8,False,None,3.88
877,2019-04-19,YYC-NW,18,0.47,138.93,2019-04-19,2020-07-25,Calgary NW,False,84,7553.59,89.92,17,False,None,3.85
878,2019-12-26,ONLINE,16,0.11,142.14,2019-12-26,2024-01-01,Online,False,79,5814.45,73.6,13,False,None,4.11
879,2021-09-25,YYC-DT,4,0.33,102.06,2021-09-25,2023-02-15,Calgary Downtown,False,11,887.57,80.69,5,False,None,3.91
880,2022-11-27,YYC-DT,7,0.09,134.23,2022-11-27,2024-07-22,Calgary Downtown,False,12,820.9,68.41,6,False,None,4.34
881,2022-06-05,YYC-NW,17,0.31,88.98,2022-06-05,2022-12-18,Calgary NW,False,38,1968.78,51.81,10,False,None,4.05
882,2023-10-30,YYC-NW,13,0.2,78.78,2023-10-30,2024-04-01,Calgary NW,False,15,1240.13,82.68,14,True,Website Issue,3.04
883,2020-05-23,YYC-DT,14,0.27,132.96,2020-05-23,2024-07-14,Calgary Downtown,False,59,2195.05,37.2,15,False,None,4.29
884,2023-09-11,YYC-SE,2,0.03,144.56,2023-09-11,2024-07-06,Calgary SE,False,2,160.47,80.24,2,False,None,3.84
885,2020-11-29,YYC-DT,2,0.52,60.01,2020-11-29,2024-02-26,Calgary Downtown,False,6,426.99,71.17,1,False,None,4.15
886,2022-08-16,YYC-DT,12,0.23,166.51,2022-08-16,2023-11-19,Calgary Downtown,False,24,1589.94,66.25,10,True,Late Delivery,3.48
887,2021-10-03,YYC-SE,3,0.14,15.0,2021-10-03,2023-07-23,Calgary SE,True,8,310.03,38.75,3,False,None,4.61
888,2023-01-08,YYC-SE,2,0.13,209.15,2023-01-08,2024-02-01,Calgary SE,False,2,146.43,73.22,2,False,None,4.0
889,2019-07-22,ONLINE,10,0.05,168.15,2019-07-22,2023-09-21,Online,True,53,3074.87,58.02,9,False,None,3.99
890,2023-12-01,YYC-DT,3,0.08,178.68,2023-12-01,2024-03-12,Calgary Downtown,False,3,251.77,83.92,3,True,Rude Staff,3.85
891,2021-03-06,YYC-DT,6,0.18,156.24,2021-03-06,2022-02-20,Calgary Downtown,False,20,1267.1,63.36,6,True,Late Delivery,3.81
892,2019-06-26,YYC-DT,11,0.13,103.24,2019-06-26,2024-09-22,Calgary Downtown,False,55,2702.07,49.13,7,False,None,4.32
893,2024-10-12,YYC-SE,8,0.23,23.8,2024-10-12,2024-10-20,Calgary SE,False,1,46.43,46.43,6,True,Billing Error,3.88
894,2024-08-31,YYC-NW,18,0.65,52.12,2024-08-31,2024-12-09,Calgary NW,True,4,173.27,43.32,20,True,Billing Error,4.15
895,2024-10-18,YYC-NW,10,0.46,202.1,2024-10-18,2024-11-11,Calgary NW,False,3,87.52,29.17,8,True,Late Delivery,3.09
896,2019-04-18,YYC-SE,13,0.44,345.57,2019-04-18,2024-04-29,Calgary SE,False,68,5944.61,87.42,10,True,Late Delivery,3.1
897,2019-11-03,YYC-DT,2,0.09,73.98,2019-11-03,2023-11-14,Calgary Downtown,False,7,268.71,38.39,1,True,Rude Staff,4.27
898,2021-09-24,YYC-SE,15,0.55,86.52,2021-09-24,2024-07-09,Calgary SE,False,44,2476.91,56.29,13,False,None,3.63
899,2023-09-09,YYC-NW,15,0.43,35.67,2023-09-09,2024-07-17,Calgary NW,False,15,935.17,62.34,17,False,None,3.95
900,2023-08-12,ONLINE,13,0.29,236.67,2023-08-12,2024-07-26,Online,False,17,1014.01,59.65,9,True,Late Delivery,3.08
901,2020-09-16,YYC-SE,12,0.27,22.02,2020-09-16,2022-05-19,Calgary SE,False,38,988.09,26.0,14,True,Rude Staff,3.92
902,2020-08-31,YYC-DT,9,0.21,226.17,2020-08-31,2021-01-08,Calgary Downtown,False,42,2664.91,63.45,8,False,None,3.83
903,2022-06-08,YYC-SE,17,0.35,262.1,2022-06-08,2023-05-25,Calgary SE,False,47,4419.8,94.04,15,False,None,4.25
904,2019-09-13,YYC-NW,12,0.24,248.79,2019-09-13,2020-03-25,Calgary NW,False,58,3452.5,59.53,6,False,None,3.63
905,2021-12-01,ONLINE,7,0.25,100.01,2021-12-01,2024-04-10,Online,False,22,623.86,28.36,7,False,None,3.94
906,2023-07-05,YYC-DT,10,0.03,122.39,2023-07-05,2024-02-15,Calgary Downtown,True,14,1097.84,78.42,8,False,None,4.31
907,2024-02-27,YYC-DT,14,0.23,43.61,2024-02-27,2024-06-14,Calgary Downtown,False,10,630.51,63.05,9,False,None,4.22
908,2022-04-27,YYC-NW,2,0.57,126.68,2022-04-27,2022-12-09,Calgary NW,False,3,277.88,92.63,2,True,Late Delivery,2.63
909,2019-07-11,YYC-DT,16,0.51,30.81,2019-07-11,2022-12-04,Calgary Downtown,True,84,2924.07,34.81,16,False,None,4.17
910,2022-12-29,YYC-NW,3,0.32,125.35,2022-12-29,2024-12-06,Calgary NW,True,4,204.01,51.0,3,False,None,4.49
911,2019-03-19,YYC-DT,9,0.24,47.11,2019-03-19,2023-01-29,Calgary Downtown,False,55,3670.24,66.73,6,False,None,3.67
912,2023-01-03,YYC-DT,9,0.61,140.39,2023-01-03,2023-05-11,Calgary Downtown,False,19,1670.34,87.91,5,False,None,4.08
913,2023-08-07,YYC-NW,5,0.17,107.38,2023-08-07,2024-07-21,Calgary NW,False,5,388.07,77.61,4,False,None,4.28
914,2024-12-14,YYC-NW,10,0.46,121.7,2024-12-14,2024-06-12,Calgary NW,False,2,184.53,92.26,12,False,None,3.92
915,2022-07-18,YYC-SE,10,0.34,102.61,2022-07-18,2023-05-15,Calgary SE,False,22,1186.39,53.93,9,False,None,3.78
916,2024-03-21,YYC-NW,19,0.07,444.21,2024-03-21,2024-09-19,Calgary NW,False,16,1359.36,84.96,22,True,Billing Error,4.06
917,2021-06-15,YYC-NW,10,0.28,232.44,2021-06-15,2023-12-04,Calgary NW,True,25,2015.16,80.61,9,True,Rude Staff,4.42
918,2023-05-28,YYC-DT,4,0.51,61.95,2023-05-28,2023-09-15,Calgary Downtown,False,5,206.29,41.26,4,False,None,3.57
919,2021-08-26,YYC-DT,11,0.33,80.83,2021-08-26,2022-12-07,Calgary Downtown,False,40,2578.1,64.45,11,True,Damaged Book,3.21
920,2021-08-11,YYC-DT,16,0.2,99.2,2021-08-11,2023-12-28,Calgary Downtown,False,49,3553.37,72.52,13,False,None,4.15
921,2024-05-30,YYC-NW,19,0.14,94.24,2024-05-30,2024-11-22,Calgary NW,False,11,986.01,89.64,20,True,Website Issue,3.39
922,2024-10-24,YYC-DT,4,0.26,179.97,2024-10-24,2024-11-08,Calgary Downtown,False,1,55.99,55.99,3,True,Late Delivery,3.6
923,2020-10-04,YYC-NW,9,0.24,78.43,2020-10-04,2022-08-14,Calgary NW,False,34,1309.8,38.52,5,True,Billing Error,3.89
924,2021-12-29,YYC-NW,4,0.29,234.31,2021-12-29,2024-10-10,Calgary NW,False,10,623.55,62.36,5,True,Website Issue,3.8
925,2024-11-14,YYC-SE,3,0.27,240.19,2024-11-14,2024-06-04,Calgary SE,False,0,0.0,0.0,3,False,None,4.04
926,2021-02-12,ONLINE,8,0.12,117.95,2021-02-12,2022-10-30,Online,False,24,2246.62,93.61,7,False,None,3.95
927,2024-09-26,YYC-DT,5,0.07,33.93,2024-09-26,2024-02-23,Calgary Downtown,True,1,61.61,61.61,4,True,Billing Error,4.35
928,2020-10-15,ONLINE,6,0.62,105.48,2020-10-15,2021-04-16,Online,False,24,1081.91,45.08,6,False,None,4.06
929,2024-09-25,ONLINE,16,0.25,101.67,2024-09-25,2024-08-20,Online,False,4,284.45,71.11,17,False,None,3.55
930,2020-12-18,YYC-NW,4,0.18,67.28,2020-12-18,2022-08-19,Calgary NW,False,16,1125.62,70.35,2,False,None,3.93
931,2021-08-12,YYC-DT,18,0.43,78.11,2021-08-12,2024-12-10,Calgary Downtown,False,64,2676.3,41.82,16,True,Website Issue,2.87
932,2020-11-21,YYC-DT,14,0.43,50.44,2020-11-21,2023-05-20,Calgary Downtown,False,43,2121.97,49.35,13,True,Rude Staff,3.04
933,2022-07-13,YYC-DT,18,0.43,237.32,2022-07-13,2022-12-17,Calgary Downtown,True,43,3714.79,86.39,20,False,None,4.65
934,2023-11-17,YYC-DT,18,0.09,181.85,2023-11-17,2024-05-18,Calgary Downtown,False,15,767.15,51.14,21,False,None,3.5
935,2023-03-04,YYC-DT,5,0.13,182.02,2023-03-04,2023-12-18,Calgary Downtown,False,6,359.4,59.9,5,True,Billing Error,3.73
936,2023-10-13,YYC-NW,12,0.19,132.19,2023-10-13,2024-02-07,Calgary NW,False,15,1357.73,90.52,14,False,None,4.24
937,2020-08-31,YYC-NW,3,0.41,36.27,2020-08-31,2022-02-15,Calgary NW,False,13,955.7,73.52,3,False,None,3.71
938,2024-08-17,YYC-SE,2,0.42,115.41,2024-08-17,2024-11-30,Calgary SE,False,0,0.0,0.0,1,False,None,4.35
939,2024-11-07,YYC-SE,16,0.17,68.18,2024-11-07,2024-03-26,Calgary SE,True,3,218.56,72.85,14,False,None,4.74
940,2022-05-15,ONLINE,10,0.61,83.83,2022-05-15,2023-04-25,Online,False,22,1719.24,78.15,11,True,Damaged Book,3.24
941,2024-02-18,YYC-DT,3,0.48,180.22,2024-02-18,2024-08-07,Calgary Downtown,False,2,147.29,73.64,2,False,None,4.03
942,2020-12-21,YYC-NW,14,0.31,267.76,2020-12-21,2022-04-08,Calgary NW,False,60,2872.58,47.88,14,False,None,3.64
943,2022-03-09,YYC-SE,14,0.31,158.43,2022-03-09,2024-11-18,Calgary SE,False,40,3437.88,85.95,14,False,None,4.14
944,2019-09-03,YYC-SE,6,0.39,29.98,2019-09-03,2024-05-13,Calgary SE,True,29,1099.06,37.9,4,False,None,4.57
945,2022-08-16,YYC-DT,19,0.29,105.48,2022-08-16,2024-10-14,Calgary Downtown,False,36,2001.91,55.61,20,True,Billing Error,3.29
946,2023-07-09,YYC-SE,4,0.64,188.86,2023-07-09,2024-03-31,Calgary SE,True,4,152.17,38.04,4,False,None,4.57
947,2022-08-07,YYC-DT,13,0.16,260.71,2022-08-07,2024-07-24,Calgary Downtown,False,29,2210.67,76.23,11,False,None,3.94
948,2024-06-14,YYC-DT,10,0.58,274.09,2024-06-14,2024-10-06,Calgary Downtown,False,4,278.27,69.57,12,False,None,4.45
949,2024-01-11,YYC-NW,17,0.19,183.86,2024-01-11,2024-07-01,Calgary NW,False,13,824.75,63.44,19,False,None,3.93
950,2023-10-06,ONLINE,8,0.47,37.46,2023-10-06,2024-01-07,Online,False,7,573.9,81.99,7,False,None,3.88
951,2022-03-08,YYC-DT,11,0.2,192.4,2022-03-08,2024-06-16,Calgary Downtown,False,24,2006.96,83.62,7,False,None,4.11
952,2023-10-26,ONLINE,8,0.37,301.72,2023-10-26,2024-12-10,Online,False,9,652.26,72.47,7,True,Billing Error,3.92
953,2021-05-02,YYC-NW,12,0.07,320.8,2021-05-02,2023-03-19,Calgary NW,False,34,1703.55,50.1,14,True,Late Delivery,3.48
954,2021-10-16,YYC-SE,4,0.31,239.69,2021-10-16,2022-03-09,Calgary SE,False,12,630.46,52.54,4,False,None,4.4
955,2024-09-27,YYC-SE,2,0.31,146.09,2024-09-27,2024-07-12,Calgary SE,False,0,0.0,0.0,2,True,Billing Error,3.18
956,2022-10-05,YYC-DT,13,0.26,103.2,2022-10-05,2024-04-28,Calgary Downtown,False,21,1123.72,53.51,9,True,Billing Error,3.64
957,2024-11-17,YYC-SE,12,0.56,151.65,2024-11-17,2024-05-05,Calgary SE,False,2,72.2,36.1,7,True,Late Delivery,2.99
958,2021-08-16,YYC-SE,7,0.14,41.7,2021-08-16,2024-08-09,Calgary SE,False,18,1369.58,76.09,6,True,Damaged Book,3.29
959,2022-12-22,YYC-DT,16,0.16,125.29,2022-12-22,2023-07-06,Calgary Downtown,True,35,1714.97,49.0,15,False,None,4.31
960,2020-04-14,YYC-SE,3,0.15,86.47,2020-04-14,2021-12-28,Calgary SE,False,10,324.84,32.48,2,False,None,3.84
961,2024-01-12,YYC-SE,9,0.25,244.23,2024-01-12,2024-10-22,Calgary SE,False,9,342.55,38.06,7,True,Damaged Book,3.21
962,2019-02-28,YYC-DT,6,0.26,77.53,2019-02-28,2022-03-15,Calgary Downtown,False,31,1150.79,37.12,6,False,None,4.0
963,2024-09-09,YYC-DT,18,0.4,143.01,2024-09-09,2024-12-16,Calgary Downtown,False,5,365.04,73.01,20,False,None,4.18
964,2022-06-06,YYC-DT,3,0.23,304.92,2022-06-06,2024-11-28,Calgary Downtown,False,7,374.16,53.45,3,True,Damaged Book,3.99
965,2020-01-02,YYC-NW,15,0.11,51.76,2020-01-02,2020-12-12,Calgary NW,False,80,6471.07,80.89,15,False,None,4.16
966,2021-12-11,YYC-NW,15,0.56,55.06,2021-12-11,2022-12-09,Calgary NW,False,33,1407.92,42.66,10,False,None,3.55
967,2022-08-13,YYC-DT,7,0.59,162.65,2022-08-13,2022-12-23,Calgary Downtown,False,12,670.31,55.86,5,False,None,3.69
968,2021-03-14,ONLINE,3,0.35,140.56,2021-03-14,2023-02-16,Online,False,12,536.83,44.74,2,False,None,3.82
969,2020-11-04,YYC-DT,12,0.74,310.54,2020-11-04,2024-09-01,Calgary Downtown,True,52,1492.9,28.71,8,False,None,4.59
970,2023-08-20,YYC-DT,10,0.18,220.24,2023-08-20,2024-05-13,Calgary Downtown,False,11,1004.04,91.28,8,False,None,4.06
971,2024-10-15,ONLINE,14,0.19,217.66,2024-10-15,2024-03-23,Online,True,3,255.63,85.21,13,False,None,4.91
972,2023-05-29,YYC-DT,3,0.28,41.66,2023-05-29,2024-06-23,Calgary Downtown,False,4,264.29,66.07,3,False,None,4.13
973,2023-11-22,YYC-DT,18,0.27,115.78,2023-11-22,2024-09-20,Calgary Downtown,False,18,484.81,26.93,15,False,None,4.13
974,2023-07-16,YYC-DT,4,0.19,24.62,2023-07-16,2023-12-03,Calgary Downtown,False,6,369.11,61.52,5,False,None,3.99
975,2021-03-06,YYC-DT,12,0.25,47.88,2021-03-06,2024-08-17,Calgary Downtown,False,47,1235.59,26.29,9,False,None,4.1
976,2022-12-28,YYC-NW,6,0.31,298.76,2022-12-28,2024-02-20,Calgary NW,False,9,774.26,86.03,5,False,None,3.67
977,2020-11-24,YYC-DT,4,0.32,179.18,2020-11-24,2024-09-02,Calgary Downtown,False,15,840.3,56.02,2,False,None,3.98
978,2024-04-09,YYC-NW,4,0.52,367.88,2024-04-09,2024-08-01,Calgary NW,False,2,90.83,45.42,3,True,Late Delivery,3.28
979,2020-11-08,YYC-SE,5,0.22,97.89,2020-11-08,2024-08-25,Calgary SE,False,21,551.57,26.27,3,False,None,4.87
980,2024-06-05,YYC-SE,6,0.37,38.91,2024-06-05,2024-12-15,Calgary SE,False,3,196.4,65.47,3,False,None,3.7
981,2023-11-01,YYC-NW,2,0.1,67.7,2023-11-01,2024-11-19,Calgary NW,False,2,51.37,25.68,1,False,None,4.46
982,2020-12-28,YYC-DT,18,0.27,376.02,2020-12-28,2023-07-11,Calgary Downtown,True,53,3699.72,69.81,20,False,None,4.16
983,2019-01-17,YYC-SE,13,0.18,111.66,2019-01-17,2019-07-09,Calgary SE,False,68,3840.85,56.48,11,False,None,3.65
984,2019-11-24,YYC-SE,14,0.29,142.61,2019-11-24,2021-11-12,Calgary SE,False,55,3610.29,65.64,10,True,Late Delivery,3.51
985,2020-07-14,YYC-SE,4,0.4,214.56,2020-07-14,2022-09-23,Calgary SE,True,14,858.2,61.3,4,False,None,4.22
986,2019-11-10,YYC-DT,16,0.03,327.55,2019-11-10,2022-05-08,Calgary Downtown,False,63,2183.7,34.66,19,True,Late Delivery,3.1
987,2019-01-06,YYC-SE,5,0.37,88.47,2019-01-06,2020-10-06,Calgary SE,True,21,791.48,37.69,3,False,None,5.0
988,2024-06-22,YYC-NW,14,0.19,324.05,2024-06-22,2024-10-05,Calgary NW,True,7,186.51,26.64,8,False,None,4.98
989,2019-09-03,YYC-SE,2,0.24,52.45,2019-09-03,2020-10-13,Calgary SE,False,10,926.81,92.68,2,False,None,3.95
990,2019-06-28,ONLINE,10,0.21,65.92,2019-06-28,2024-12-06,Online,False,40,1743.94,43.6,9,False,None,4.36
991,2022-03-16,YYC-DT,5,0.12,146.87,2022-03-16,2022-08-16,Calgary Downtown,False,11,379.1,34.46,5,False,None,4.21
992,2020-09-21,YYC-DT,7,0.17,124.37,2020-09-21,2023-03-30,Calgary Downtown,False,27,2291.76,84.88,7,True,Late Delivery,3.64
993,2019-12-05,ONLINE,9,0.31,231.67,2019-12-05,2024-11-12,Online,True,40,2904.59,72.61,9,False,None,4.4
994,2023-05-13,YYC-DT,19,0.68,165.65,2023-05-13,2024-01-29,Calgary Downtown,False,31,1157.34,37.33,21,False,None,3.96
995,2022-12-14,ONLINE,9,0.18,247.83,2022-12-14,2024-01-05,Online,False,15,536.55,35.77,6,False,None,3.87
996,2021-10-26,YYC-SE,16,0.32,203.8,2021-10-26,2022-11-17,Calgary SE,True,40,1397.07,34.93,14,False,None,4.17
997,2023-02-25,YYC-DT,16,0.27,56.29,2023-02-25,2024-12-20,Calgary Downtown,False,27,2399.07,88.85,9,False,None,4.8
998,2024-01-12,ONLINE,4,0.16,230.89,2024-01-12,2024-07-09,Online,False,4,302.23,75.56,4,False,None,3.99
999,2024-06-03,YYC-NW,14,0.11,363.43,2024-06-03,2024-09-21,Calgary NW,False,7,240.31,34.33,8,False,None,3.46
1000,2021-03-17,YYC-DT,5,0.12,83.23,2021-03-17,2023-02-01,Calgary Downtown,False,20,848.05,42.4,3,False,None,3.67
1001,2024-09-09,YYC-DT,5,0.52,257.74,2024-09-09,2024-12-15,Calgary Downtown,False,1,36.69,36.69,6,False,None,3.61
1002,2022-12-24,YYC-SE,9,0.09,117.88,2022-12-24,2023-07-17,Calgary SE,False,13,1040.93,80.07,9,False,None,4.44
1003,2024-05-06,YYC-DT,11,0.18,109.1,2024-05-06,2024-11-04,Calgary Downtown,True,6,535.72,89.29,11,False,None,4.98
1004,2019-07-14,YYC-DT,2,0.31,138.66,2019-07-14,2023-11-09,Calgary Downtown,False,8,464.79,58.1,2,False,None,4.82
1005,2020-07-26,ONLINE,2,0.48,158.55,2020-07-26,2024-08-08,Online,True,7,436.95,62.42,2,True,Billing Error,4.1
1006,2022-10-01,YYC-DT,5,0.39,38.0,2022-10-01,2024-07-01,Calgary Downtown,False,12,972.86,81.07,3,False,None,4.03
1007,2023-09-03,YYC-DT,7,0.13,271.25,2023-09-03,2024-12-15,Calgary Downtown,False,9,843.03,93.67,4,True,Rude Staff,2.81
1008,2024-07-11,YYC-DT,8,0.13,158.03,2024-07-11,2024-11-24,Calgary Downtown,True,2,64.45,32.22,7,False,None,5.0
1009,2021-04-25,YYC-NW,3,0.52,229.57,2021-04-25,2024-02-19,Calgary NW,False,10,444.52,44.45,4,False,None,3.45
1010,2019-08-26,YYC-NW,4,0.1,36.23,2019-08-26,2024-09-01,Calgary NW,False,23,665.18,28.92,4,False,None,3.96
1011,2020-03-04,YYC-DT,15,0.23,70.15,2020-03-04,2023-11-23,Calgary Downtown,True,57,4400.2,77.2,8,False,None,4.37
1012,2019-02-19,ONLINE,11,0.41,228.07,2019-02-19,2020-08-29,Online,False,70,2002.24,28.6,12,True,Rude Staff,3.63
1013,2024-01-20,YYC-DT,12,0.12,369.7,2024-01-20,2024-08-19,Calgary Downtown,False,9,774.62,86.07,13,False,None,4.19
1014,2021-01-31,YYC-DT,2,0.13,42.75,2021-01-31,2024-10-22,Calgary Downtown,False,5,390.24,78.05,2,False,None,3.52
1015,2022-06-17,YYC-DT,10,0.12,45.55,2022-06-17,2022-10-31,Calgary Downtown,False,27,1393.62,51.62,5,False,None,4.07
