customer_id,signup_date,home_store,annual_visits,online_ratio,ltv_estimate,dataset
3610,2022-06-17,YYC-NW,0,0.08,29.0,bookstore_customers
3611,2021-08-23,YYC-DT,6,0.17,183.71,bookstore_customers
3612,2024-08-14,YYC-NW,8,0.21,64.84,bookstore_customers
3613,2020-07-02,YYC-DT,9,0.52,106.87,bookstore_customers
3614,2022-09-17,YYC-DT,5,0.06,129.01,bookstore_customers
3615,2020-07-12,YYC-SE,10,0.33,62.75,bookstore_customers
3616,2020-12-01,YYC-DT,10,0.26,230.03,bookstore_customers
3617,2024-12-13,YYC-NW,9,0.04,387.05,bookstore_customers
3618,2019-07-18,YYC-DT,0,0.12,409.9,bookstore_customers
3619,2021-01-13,YYC-DT,5,0.02,121.79,bookstore_customers
3620,2023-11-27,YYC-NW,0,0.08,55.52,bookstore_customers
3621,2024-01-09,YYC-NW,1,0.26,167.1,bookstore_customers
3622,2020-10-21,YYC-DT,17,0.39,206.13,bookstore_customers
3623,2022-01-14,YYC-NW,12,0.41,83.3,bookstore_customers
3624,2021-06-23,YYC-DT,3,0.15,96.77,bookstore_customers
3625,2022-09-12,YYC-NW,1,0.09,70.09,bookstore_customers
3626,2021-09-01,YYC-DT,9,0.3,286.46,bookstore_customers
3627,2023-08-20,YYC-DT,5,0.58,264.76,bookstore_customers
3628,2021-03-31,YYC-DT,8,0.18,113.15,bookstore_customers
3629,2019-01-03,YYC-DT,9,0.05,196.23,bookstore_customers
3630,2023-12-22,YYC-SE,5,0.44,165.99,bookstore_customers
3631,2024-05-14,YYC-SE,14,0.05,58.11,bookstore_customers
3632,2019-03-17,YYC-SE,3,0.46,100.67,bookstore_customers
3633,2020-09-04,YYC-SE,12,0.18,180.21,bookstore_customers
3634,2019-11-28,YYC-SE,5,0.22,152.11,bookstore_customers
3635,2024-03-02,YYC-NW,0,0.13,39.76,bookstore_customers
3636,2019-09-16,YYC-DT,11,0.47,45.57,bookstore_customers
3637,2022-03-13,YYC-SE,5,0.22,25.74,bookstore_customers
3638,2020-10-03,YYC-NW,7,0.04,260.98,bookstore_customers
3639,2019-06-14,YYC-DT,12,0.39,155.8,bookstore_customers
3640,2022-02-23,YYC-DT,5,0.09,69.47,bookstore_customers
3641,2019-11-14,YYC-DT,5,0.05,217.97,bookstore_customers
3642,2021-03-14,YYC-DT,8,0.2,126.93,bookstore_customers
3643,2020-12-09,YYC-NW,13,0.38,47.13,bookstore_customers
3644,2020-08-16,YYC-DT,5,0.12,61.95,bookstore_customers
3645,2024-07-23,YYC-DT,0,0.1,67.01,bookstore_customers
3646,2019-01-10,YYC-DT,10,0.35,197.43,bookstore_customers
3647,2023-05-26,YYC-DT,6,0.16,305.4,bookstore_customers
3648,2023-04-14,YYC-SE,13,0.3,117.1,bookstore_customers
3649,2020-09-30,YYC-DT,10,0.5,65.4,bookstore_customers
3650,2020-06-17,YYC-SE,4,0.22,22.65,bookstore_customers
3651,2019-03-13,YYC-NW,0,0.3,136.87,bookstore_customers
3652,2019-02-19,YYC-DT,6,0.3,82.78,bookstore_customers
3653,2019-12-01,YYC-SE,9,0.52,68.94,bookstore_customers
3654,2023-06-08,YYC-DT,0,0.43,68.95,bookstore_customers
3655,2021-08-23,YYC-DT,8,0.66,41.66,bookstore_customers
3656,2022-09-10,YYC-DT,3,0.4,28.23,bookstore_customers
3657,2020-12-02,YYC-NW,8,0.47,63.19,bookstore_customers
3658,2022-06-15,YYC-NW,0,0.33,107.6,bookstore_customers
3659,2023-12-16,YYC-SE,5,0.74,147.61,bookstore_customers
3660,2023-07-19,YYC-DT,6,0.2,94.33,bookstore_customers
3661,2023-08-20,YYC-DT,2,0.19,22.23,bookstore_customers
3662,2024-05-09,YYC-SE,3,0.62,415.0,bookstore_customers
3663,2020-10-19,YYC-NW,0,0.23,50.03,bookstore_customers
3664,2021-09-02,YYC-DT,7,0.14,65.49,bookstore_customers
3665,2019-08-31,YYC-DT,8,0.2,91.18,bookstore_customers
3666,2020-12-02,YYC-DT,5,0.32,143.55,bookstore_customers
3667,2024-06-10,YYC-DT,4,0.35,496.52,bookstore_customers
3668,2021-11-15,YYC-NW,7,0.31,153.59,bookstore_customers
3669,2022-02-03,YYC-NW,1,0.07,147.29,bookstore_customers
3670,2023-11-12,YYC-DT,11,0.08,34.97,bookstore_customers
3671,2019-03-20,YYC-NW,10,0.24,42.78,bookstore_customers
3672,2024-05-10,YYC-DT,5,0.1,100.14,bookstore_customers
3673,2021-03-30,YYC-NW,15,0.32,218.44,bookstore_customers
3674,2020-08-28,YYC-DT,7,0.17,234.74,bookstore_customers
3675,2021-07-02,YYC-SE,12,0.38,224.05,bookstore_customers
3676,2023-01-13,YYC-SE,7,0.16,66.06,bookstore_customers
3677,2023-01-20,YYC-SE,9,0.51,162.81,bookstore_customers
3678,2024-11-27,YYC-SE,7,0.28,116.6,bookstore_customers
3679,2023-04-06,YYC-SE,11,0.44,49.47,bookstore_customers
3680,2022-02-05,YYC-DT,9,0.44,479.07,bookstore_customers
3681,2024-08-02,YYC-DT,7,0.27,119.36,bookstore_customers
3682,2022-06-14,YYC-NW,14,0.24,212.9,bookstore_customers
3683,2024-01-13,YYC-DT,9,0.02,103.6,bookstore_customers
3684,2021-06-21,YYC-DT,6,0.06,144.97,bookstore_customers
3685,2022-11-10,YYC-DT,5,0.21,740.79,bookstore_customers
3686,2020-12-27,YYC-NW,3,0.32,101.18,bookstore_customers
3687,2022-08-29,YYC-DT,7,0.27,182.34,bookstore_customers
3688,2021-01-15,YYC-DT,8,0.6,680.82,bookstore_customers
3689,2023-10-13,YYC-DT,7,0.37,252.18,bookstore_customers
3690,2024-06-04,YYC-DT,8,0.19,46.59,bookstore_customers
3691,2021-07-11,YYC-DT,6,0.56,135.56,bookstore_customers
3692,2022-04-16,YYC-DT,3,0.47,162.05,bookstore_customers
3693,2019-06-09,YYC-SE,2,0.32,18.57,bookstore_customers
3694,2023-08-08,YYC-SE,1,0.49,164.17,bookstore_customers
3695,2022-07-17,YYC-NW,5,0.14,117.33,bookstore_customers
3696,2020-05-19,YYC-DT,6,0.33,121.22,bookstore_customers
3697,2019-02-12,YYC-NW,10,0.27,99.05,bookstore_customers
3698,2022-12-06,YYC-DT,14,0.31,113.93,bookstore_customers
3699,2022-01-08,YYC-DT,4,0.3,228.57,bookstore_customers
3700,2023-01-19,YYC-NW,0,0.29,116.24,bookstore_customers
3701,2024-02-03,YYC-SE,0,0.12,76.68,bookstore_customers
3702,2022-09-11,YYC-SE,9,0.13,191.13,bookstore_customers
3703,2019-09-10,YYC-SE,14,0.12,197.1,bookstore_customers
3704,2019-02-11,YYC-DT,10,0.27,49.09,bookstore_customers
3705,2024-08-26,YYC-NW,20,0.52,72.36,bookstore_customers
3706,2020-11-28,YYC-NW,16,0.45,43.93,bookstore_customers
3707,2021-01-07,YYC-NW,5,0.24,149.93,bookstore_customers
3708,2019-05-15,YYC-DT,12,0.25,109.1,bookstore_customers
3709,2020-07-07,YYC-DT,13,0.05,104.07,bookstore_customers
3710,2021-10-11,YYC-SE,5,0.36,182.34,bookstore_customers
3711,2021-01-16,YYC-SE,7,0.26,88.98,bookstore_customers
3712,2024-12-28,YYC-NW,12,0.14,99.42,bookstore_customers
3713,2020-05-21,YYC-SE,4,0.04,67.82,bookstore_customers
3714,2023-09-08,YYC-DT,5,0.23,217.54,bookstore_customers
3715,2021-02-27,YYC-DT,6,0.14,207.72,bookstore_customers
3716,2023-05-21,YYC-SE,2,0.34,55.3,bookstore_customers
3717,2019-11-08,YYC-SE,12,0.11,140.08,bookstore_customers
3718,2022-04-26,YYC-SE,6,0.31,183.77,bookstore_customers
3719,2019-12-05,YYC-DT,9,0.28,393.83,bookstore_customers
3720,2024-12-23,YYC-DT,6,0.44,168.06,bookstore_customers
3721,2022-11-25,YYC-DT,3,0.41,148.18,bookstore_customers
3722,2021-05-18,YYC-SE,8,0.29,183.53,bookstore_customers
3723,2022-02-10,YYC-NW,0,0.34,133.64,bookstore_customers
3724,2021-03-29,YYC-DT,6,0.34,329.39,bookstore_customers
3725,2023-12-14,YYC-SE,14,0.52,159.15,bookstore_customers
3726,2020-05-10,YYC-DT,12,0.48,160.7,bookstore_customers
3727,2024-01-05,YYC-DT,8,0.38,224.26,bookstore_customers
3728,2024-05-14,YYC-DT,1,0.12,136.53,bookstore_customers
3729,2020-05-28,YYC-DT,5,0.11,207.51,bookstore_customers
3730,2023-10-31,YYC-DT,0,0.26,162.99,bookstore_customers
3731,2024-03-18,YYC-DT,2,0.13,69.96,bookstore_customers
3732,2020-07-07,YYC-SE,11,0.2,149.92,bookstore_customers
3733,2024-12-20,YYC-NW,8,0.25,150.85,bookstore_customers
3734,2020-09-22,YYC-SE,12,0.19,223.91,bookstore_customers
3735,2020-10-05,YYC-SE,0,0.15,195.95,bookstore_customers
3736,2022-01-14,YYC-DT,9,0.2,180.5,bookstore_customers
3737,2023-02-18,YYC-DT,7,0.53,114.13,bookstore_customers
3738,2023-05-11,YYC-NW,10,0.11,163.09,bookstore_customers
3739,2021-03-09,YYC-SE,3,0.34,96.64,bookstore_customers
3740,2020-04-30,YYC-SE,2,0.2,73.29,bookstore_customers
3741,2020-09-22,YYC-NW,14,0.15,298.41,bookstore_customers
3742,2019-01-10,YYC-NW,0,0.47,129.38,bookstore_customers
3743,2021-06-15,YYC-SE,8,0.32,137.51,bookstore_customers
3744,2022-03-12,YYC-NW,8,0.51,183.28,bookstore_customers
3745,2019-11-30,YYC-SE,9,0.22,62.0,bookstore_customers
3746,2021-01-05,YYC-NW,5,0.49,294.17,bookstore_customers
3747,2024-08-11,YYC-DT,6,0.15,240.7,bookstore_customers
3748,2019-07-03,YYC-NW,0,0.23,219.7,bookstore_customers
3749,2022-09-17,YYC-SE,7,0.2,101.76,bookstore_customers
3750,2023-09-21,YYC-SE,11,0.47,103.62,bookstore_customers
3751,2023-06-15,YYC-DT,2,0.17,28.29,bookstore_customers
3752,2021-03-25,YYC-DT,5,0.41,166.33,bookstore_customers
3753,2020-01-01,YYC-DT,11,0.38,173.41,bookstore_customers
3754,2019-04-21,YYC-DT,7,0.16,78.17,bookstore_customers
3755,2019-06-17,YYC-NW,3,0.27,205.19,bookstore_customers
3756,2019-07-19,YYC-DT,12,0.13,57.59,bookstore_customers
3757,2023-06-05,YYC-SE,12,0.18,581.41,bookstore_customers
3758,2023-01-13,YYC-DT,10,0.27,281.54,bookstore_customers
3759,2024-03-19,YYC-DT,3,0.32,208.77,bookstore_customers
3760,2023-10-12,YYC-SE,6,0.29,255.03,bookstore_customers
3761,2019-02-11,YYC-DT,11,0.15,69.82,bookstore_customers
3762,2019-04-22,YYC-SE,13,0.81,67.91,bookstore_customers
3763,2023-09-13,YYC-SE,9,0.03,140.68,bookstore_customers
3764,2019-11-26,YYC-NW,2,0.41,228.92,bookstore_customers
3765,2024-12-13,YYC-DT,11,0.11,299.39,bookstore_customers
3766,2021-06-30,YYC-NW,6,0.22,253.61,bookstore_customers
3767,2024-01-02,YYC-NW,10,0.6,117.51,bookstore_customers
3768,2019-01-27,YYC-SE,9,0.1,98.68,bookstore_customers
3769,2024-12-19,YYC-DT,7,0.43,57.16,bookstore_customers
3770,2023-12-09,YYC-SE,10,0.15,93.34,bookstore_customers
3771,2024-09-16,YYC-DT,9,0.07,236.93,bookstore_customers
3772,2022-02-10,YYC-NW,15,0.31,122.91,bookstore_customers
3773,2019-09-24,YYC-NW,3,0.42,234.49,bookstore_customers
3774,2021-12-10,YYC-NW,6,0.4,216.37,bookstore_customers
3775,2022-11-08,YYC-DT,24,0.77,73.23,bookstore_customers
3776,2024-11-27,YYC-SE,0,0.29,52.6,bookstore_customers
3777,2019-02-20,YYC-DT,7,0.09,205.85,bookstore_customers
3778,2024-03-07,YYC-DT,2,0.18,37.77,bookstore_customers
3779,2024-06-05,YYC-DT,5,0.06,187.95,bookstore_customers
3780,2024-11-05,YYC-NW,8,0.37,104.33,bookstore_customers
3781,2019-10-15,YYC-DT,6,0.63,85.29,bookstore_customers
3782,2020-01-08,YYC-DT,15,0.15,100.63,bookstore_customers
3783,2019-09-03,YYC-NW,1,0.31,100.6,bookstore_customers
3784,2021-07-07,YYC-DT,10,0.26,89.76,bookstore_customers
3785,2020-02-09,YYC-NW,11,0.08,266.14,bookstore_customers
3786,2024-09-21,YYC-SE,11,0.36,149.37,bookstore_customers
3787,2024-05-14,YYC-DT,9,0.35,143.36,bookstore_customers
3788,2023-12-10,YYC-DT,6,0.49,66.1,bookstore_customers
3789,2022-12-11,YYC-NW,9,0.12,167.53,bookstore_customers
3790,2020-07-04,YYC-NW,15,0.11,107.98,bookstore_customers
3791,2022-06-26,YYC-SE,2,0.23,218.19,bookstore_customers
3792,2022-11-02,YYC-DT,1,0.6,165.62,bookstore_customers
3793,2020-10-27,YYC-DT,8,0.42,223.13,bookstore_customers
3794,2021-11-03,YYC-NW,4,0.24,41.76,bookstore_customers
3795,2022-10-06,YYC-SE,10,0.44,5.27,bookstore_customers
3796,2024-03-01,YYC-DT,7,0.18,52.53,bookstore_customers
3797,2022-01-12,YYC-NW,5,0.48,130.55,bookstore_customers
3798,2021-12-17,YYC-DT,0,0.17,92.25,bookstore_customers
3799,2022-08-24,YYC-SE,6,0.05,188.7,bookstore_customers
3800,2020-03-16,YYC-DT,7,0.43,167.47,bookstore_customers
3801,2020-04-03,YYC-NW,2,0.39,204.33,bookstore_customers
3802,2020-07-19,YYC-SE,6,0.53,121.75,bookstore_customers
3803,2023-04-02,YYC-DT,9,0.59,36.12,bookstore_customers
3804,2019-06-23,YYC-DT,1,0.27,42.6,bookstore_customers
3805,2020-07-02,YYC-NW,6,0.2,328.05,bookstore_customers
3806,2019-02-25,YYC-NW,18,0.23,190.47,bookstore_customers
3807,2022-05-25,YYC-SE,12,0.34,65.13,bookstore_customers
3808,2019-07-23,YYC-NW,13,0.36,96.72,bookstore_customers
3809,2023-01-08,YYC-NW,7,0.15,130.49,bookstore_customers
3810,2024-07-25,YYC-SE,5,0.25,125.22,bookstore_customers
3811,2023-03-22,YYC-NW,11,0.1,62.96,bookstore_customers
3812,2021-08-17,YYC-DT,7,0.35,252.27,bookstore_customers
3813,2022-10-01,YYC-SE,9,0.04,53.45,bookstore_customers
3814,2020-06-24,YYC-SE,5,0.15,100.23,bookstore_customers
3815,2019-10-24,YYC-NW,9,0.36,383.45,bookstore_customers
3816,2020-06-03,YYC-DT,10,0.06,87.18,bookstore_customers
3817,2021-09-22,YYC-SE,11,0.38,156.62,bookstore_customers
3818,2023-09-20,YYC-DT,5,0.09,53.02,bookstore_customers
3819,2023-04-13,YYC-NW,9,0.3,82.8,bookstore_customers
3820,2019-05-14,YYC-SE,2,0.37,171.46,bookstore_customers
3821,2023-09-24,YYC-DT,11,0.02,212.71,bookstore_customers
3822,2024-05-13,YYC-SE,0,0.14,45.3,bookstore_customers
3823,2022-02-20,YYC-DT,9,0.29,90.75,bookstore_customers
3824,2022-04-01,YYC-DT,8,0.18,275.9,bookstore_customers
3825,2019-09-25,YYC-SE,5,0.35,106.4,bookstore_customers
3826,2022-09-05,YYC-DT,9,0.28,94.77,bookstore_customers
3827,2022-10-12,YYC-DT,6,0.42,32.64,bookstore_customers
3828,2020-02-10,YYC-DT,6,0.63,261.22,bookstore_customers
3829,2023-11-28,YYC-NW,15,0.25,196.15,bookstore_customers
3830,2024-01-02,YYC-DT,8,0.47,243.93,bookstore_customers
3831,2021-03-21,YYC-SE,10,0.69,74.32,bookstore_customers
3832,2021-03-07,YYC-NW,6,0.03,265.29,bookstore_customers
3833,2024-03-26,YYC-DT,7,0.31,222.1,bookstore_customers
3834,2022-10-22,YYC-DT,8,0.1,300.87,bookstore_customers
3835,2021-09-03,YYC-SE,9,0.44,129.86,bookstore_customers
3836,2021-04-18,YYC-NW,16,0.51,105.76,bookstore_customers
3837,2022-03-22,YYC-NW,2,0.21,75.84,bookstore_customers
3838,2024-07-04,YYC-DT,10,0.12,110.74,bookstore_customers
3839,2020-10-10,YYC-NW,5,0.32,48.2,bookstore_customers
3840,2023-07-26,YYC-DT,15,0.28,108.62,bookstore_customers
3841,2024-12-15,YYC-SE,8,0.38,215.67,bookstore_customers
3842,2023-08-07,YYC-SE,3,0.54,103.06,bookstore_customers
3843,2024-05-25,YYC-NW,3,0.57,126.82,bookstore_customers
3844,2024-09-27,YYC-NW,10,0.15,276.25,bookstore_customers
3845,2023-03-17,YYC-DT,8,0.41,136.37,bookstore_customers
3846,2019-05-01,YYC-NW,12,0.55,24.22,bookstore_customers
3847,2023-01-17,YYC-DT,10,0.06,107.17,bookstore_customers
3848,2022-12-24,YYC-DT,11,0.26,192.46,bookstore_customers
3849,2022-04-27,YYC-SE,11,0.15,194.81,bookstore_customers
3850,2021-01-11,YYC-DT,11,0.41,170.02,bookstore_customers
3851,2019-09-29,YYC-DT,7,0.32,225.68,bookstore_customers
3852,2023-03-18,YYC-SE,4,0.27,98.32,bookstore_customers
3853,2024-02-18,YYC-NW,8,0.4,292.5,bookstore_customers
3854,2020-08-29,YYC-NW,7,0.37,146.37,bookstore_customers
3855,2021-05-30,YYC-NW,3,0.31,201.14,bookstore_customers
3856,2024-12-30,YYC-SE,2,0.6,62.01,bookstore_customers
3857,2019-01-25,YYC-DT,7,0.48,83.5,bookstore_customers
3858,2019-04-15,YYC-DT,15,0.2,48.8,bookstore_customers
3859,2020-07-18,YYC-SE,5,0.53,89.0,bookstore_customers
3860,2020-03-04,YYC-DT,3,0.15,105.0,bookstore_customers
3861,2020-08-28,YYC-SE,15,0.3,411.95,bookstore_customers
3862,2019-11-08,YYC-DT,1,0.14,186.08,bookstore_customers
3863,2020-06-11,YYC-SE,10,0.11,44.67,bookstore_customers
3864,2023-05-10,YYC-DT,16,0.42,184.89,bookstore_customers
3865,2019-04-25,YYC-DT,16,0.51,153.05,bookstore_customers
3866,2020-04-29,YYC-DT,16,0.57,72.67,bookstore_customers
3867,2021-11-08,YYC-NW,0,0.39,105.2,bookstore_customers
3868,2021-12-23,YYC-SE,18,0.26,143.84,bookstore_customers
3869,2020-10-13,YYC-NW,17,0.32,197.91,bookstore_customers
3870,2022-05-17,YYC-DT,5,0.11,88.11,bookstore_customers
3871,2021-09-07,YYC-DT,10,0.29,498.47,bookstore_customers
3872,2020-01-26,YYC-NW,11,0.29,144.07,bookstore_customers
3873,2022-12-11,YYC-NW,7,0.47,24.16,bookstore_customers
3874,2024-12-15,YYC-DT,6,0.11,34.85,bookstore_customers
3875,2019-10-15,YYC-DT,3,0.21,176.97,bookstore_customers
3876,2019-08-08,YYC-NW,7,0.09,88.4,bookstore_customers
3877,2021-11-22,YYC-DT,5,0.42,187.56,bookstore_customers
3878,2023-03-23,YYC-SE,6,0.23,238.74,bookstore_customers
3879,2024-03-04,YYC-SE,13,0.09,99.71,bookstore_customers
3880,2024-05-24,YYC-SE,1,0.57,89.87,bookstore_customers
3881,2023-09-28,YYC-DT,6,0.31,78.73,bookstore_customers
3882,2024-02-29,YYC-SE,4,0.38,55.63,bookstore_customers
3883,2022-07-05,YYC-DT,3,0.24,21.36,bookstore_customers
3884,2019-11-04,YYC-SE,7,0.21,49.08,bookstore_customers
3885,2022-11-01,YYC-DT,10,0.07,53.28,bookstore_customers
3886,2020-12-29,YYC-SE,3,0.46,287.87,bookstore_customers
3887,2021-06-25,YYC-DT,11,0.41,37.62,bookstore_customers
3888,2023-04-02,YYC-NW,4,0.49,56.82,bookstore_customers
3889,2024-02-03,YYC-SE,8,0.51,114.93,bookstore_customers
3890,2021-02-27,YYC-NW,3,0.02,194.9,bookstore_customers
3891,2019-07-31,YYC-NW,2,0.7,111.23,bookstore_customers
3892,2019-11-14,YYC-SE,11,0.37,43.94,bookstore_customers
3893,2019-11-14,YYC-NW,5,0.42,143.13,bookstore_customers
3894,2023-02-19,YYC-DT,15,0.26,83.98,bookstore_customers
3895,2020-03-05,YYC-NW,3,0.11,339.0,bookstore_customers
3896,2023-07-11,YYC-NW,5,0.37,167.02,bookstore_customers
3897,2023-02-04,YYC-DT,0,0.12,71.81,bookstore_customers
3898,2019-11-25,YYC-DT,9,0.22,210.93,bookstore_customers
3899,2023-11-16,YYC-DT,11,0.21,52.55,bookstore_customers
3900,2021-02-01,YYC-DT,17,0.7,167.31,bookstore_customers
3901,2021-01-18,YYC-DT,5,0.64,154.82,bookstore_customers
3902,2020-12-27,YYC-SE,14,0.53,152.8,bookstore_customers
3903,2022-08-13,YYC-DT,10,0.13,160.99,bookstore_customers
3904,2021-09-13,YYC-SE,21,0.13,379.2,bookstore_customers
3905,2019-05-04,YYC-SE,5,0.13,164.87,bookstore_customers
3906,2019-05-03,YYC-DT,7,0.39,99.32,bookstore_customers
3907,2024-07-29,YYC-DT,7,0.2,60.41,bookstore_customers
3908,2024-07-13,YYC-SE,11,0.58,159.13,bookstore_customers
3909,2023-02-20,YYC-SE,6,0.25,249.47,bookstore_customers
3910,2022-03-04,YYC-DT,10,0.02,166.29,bookstore_customers
3911,2022-05-04,YYC-NW,6,0.42,59.29,bookstore_customers
3912,2019-09-16,YYC-NW,6,0.1,226.28,bookstore_customers
3913,2020-01-29,YYC-NW,18,0.55,73.77,bookstore_customers
3914,2023-07-15,YYC-DT,13,0.33,68.92,bookstore_customers
3915,2020-02-05,YYC-DT,15,0.42,186.63,bookstore_customers
3916,2020-03-16,YYC-DT,6,0.34,77.48,bookstore_customers
3917,2024-08-05,YYC-NW,8,0.18,191.35,bookstore_customers
3918,2021-11-23,YYC-SE,5,0.16,174.37,bookstore_customers
3919,2021-06-26,YYC-NW,9,0.06,57.78,bookstore_customers
3920,2022-04-16,YYC-SE,6,0.45,216.04,bookstore_customers
3921,2021-04-08,YYC-DT,2,0.29,25.38,bookstore_customers
3922,2024-11-05,YYC-NW,10,0.43,358.69,bookstore_customers
3923,2022-09-16,YYC-NW,10,0.14,336.52,bookstore_customers
3924,2022-11-06,YYC-NW,7,0.05,355.91,bookstore_customers
3925,2022-01-03,YYC-NW,6,0.24,521.84,bookstore_customers
3926,2024-06-22,YYC-DT,11,0.35,79.13,bookstore_customers
3927,2020-07-10,YYC-SE,10,0.18,317.42,bookstore_customers
3928,2020-07-12,YYC-NW,10,0.23,75.67,bookstore_customers
3929,2020-02-09,YYC-DT,8,0.25,253.21,bookstore_customers
3930,2024-10-01,YYC-DT,17,0.54,56.3,bookstore_customers
3931,2020-12-20,YYC-DT,10,0.46,156.9,bookstore_customers
3932,2020-03-23,YYC-DT,7,0.2,118.16,bookstore_customers
3933,2024-03-12,YYC-NW,12,0.09,136.39,bookstore_customers
3934,2019-01-12,YYC-DT,0,0.31,227.32,bookstore_customers
3935,2022-05-16,YYC-DT,8,0.31,43.71,bookstore_customers
3936,2024-03-16,YYC-DT,3,0.59,95.58,bookstore_customers
3937,2023-03-03,YYC-DT,4,0.31,76.32,bookstore_customers
3938,2020-09-05,YYC-NW,0,0.15,45.89,bookstore_customers
3939,2024-09-17,YYC-NW,11,0.01,48.28,bookstore_customers
3940,2023-05-18,YYC-NW,11,0.18,14.93,bookstore_customers
3941,2022-07-16,YYC-NW,10,0.56,140.98,bookstore_customers
3942,2022-02-11,YYC-DT,16,0.34,163.12,bookstore_customers
3943,2019-07-03,YYC-DT,2,0.33,409.11,bookstore_customers
3944,2019-01-07,YYC-DT,1,0.4,181.56,bookstore_customers
3945,2022-05-06,YYC-DT,10,0.21,148.8,bookstore_customers
3946,2021-10-09,YYC-DT,4,0.37,93.28,bookstore_customers
3947,2022-11-29,YYC-SE,16,0.33,15.11,bookstore_customers
3948,2019-03-14,YYC-NW,3,0.14,209.57,bookstore_customers
3949,2024-04-28,YYC-DT,4,0.28,72.86,bookstore_customers
3950,2020-10-28,YYC-NW,10,0.5,45.47,bookstore_customers
3951,2023-02-20,YYC-SE,9,0.4,134.47,bookstore_customers
3952,2019-08-22,YYC-SE,2,0.48,53.74,bookstore_customers
3953,2022-10-08,YYC-DT,11,0.64,160.58,bookstore_customers
3954,2020-08-29,YYC-NW,9,0.12,167.53,bookstore_customers
3955,2019-07-16,YYC-DT,8,0.08,110.02,bookstore_customers
3956,2021-12-06,YYC-NW,0,0.17,502.49,bookstore_customers
3957,2022-01-24,YYC-NW,11,0.28,96.33,bookstore_customers
3958,2024-01-22,YYC-DT,9,0.08,113.19,bookstore_customers
3959,2023-09-06,YYC-SE,8,0.24,96.4,bookstore_customers
3960,2020-10-06,YYC-DT,3,0.4,342.37,bookstore_customers
3961,2021-04-22,YYC-SE,9,0.14,93.19,bookstore_customers
3962,2019-08-15,YYC-NW,10,0.32,223.02,bookstore_customers
3963,2020-04-05,YYC-SE,14,0.63,82.74,bookstore_customers
3964,2024-12-20,YYC-DT,10,0.11,274.84,bookstore_customers
3965,2020-01-23,YYC-DT,12,0.02,410.9,bookstore_customers
3966,2020-09-14,YYC-SE,11,0.15,310.47,bookstore_customers
3967,2021-09-27,YYC-DT,12,0.23,71.15,bookstore_customers
3968,2019-07-25,YYC-DT,1,0.46,74.56,bookstore_customers
3969,2021-06-17,YYC-NW,10,0.21,208.33,bookstore_customers
3970,2022-03-06,YYC-SE,0,0.07,62.32,bookstore_customers
3971,2024-08-25,YYC-NW,13,0.1,136.26,bookstore_customers
3972,2020-09-12,YYC-NW,6,0.04,25.19,bookstore_customers
3973,2024-04-04,YYC-DT,3,0.42,176.02,bookstore_customers
3974,2022-03-15,YYC-DT,9,0.08,17.89,bookstore_customers
3975,2023-06-04,YYC-DT,11,0.46,91.21,bookstore_customers
3976,2024-01-28,YYC-NW,12,0.18,214.01,bookstore_customers
3977,2021-07-14,YYC-NW,9,0.18,85.96,bookstore_customers
3978,2019-05-19,YYC-DT,16,0.46,204.31,bookstore_customers
3979,2020-05-18,YYC-DT,1,0.32,145.5,bookstore_customers
3980,2020-10-17,YYC-NW,8,0.12,73.41,bookstore_customers
3981,2022-12-17,YYC-SE,13,0.24,31.93,bookstore_customers
3982,2023-11-29,YYC-DT,13,0.39,199.96,bookstore_customers
3983,2023-05-25,YYC-DT,4,0.25,59.01,bookstore_customers
3984,2021-12-18,YYC-NW,10,0.1,34.09,bookstore_customers
3985,2019-11-19,YYC-DT,7,0.42,37.76,bookstore_customers
3986,2019-01-10,YYC-SE,6,0.3,64.31,bookstore_customers
3987,2019-07-02,YYC-DT,3,0.03,160.56,bookstore_customers
3988,2024-04-08,YYC-DT,6,0.54,209.82,bookstore_customers
3989,2024-12-25,YYC-NW,10,0.55,164.28,bookstore_customers
3990,2024-06-09,YYC-SE,8,0.26,137.37,bookstore_customers
3991,2022-12-23,YYC-DT,3,0.45,16.24,bookstore_customers
3992,2020-08-10,YYC-NW,8,0.35,99.79,bookstore_customers
3993,2021-08-31,YYC-SE,7,0.2,131.93,bookstore_customers
3994,2024-08-19,YYC-SE,10,0.28,112.97,bookstore_customers
3995,2022-03-22,YYC-DT,11,0.35,226.5,bookstore_customers
3996,2020-01-10,YYC-DT,0,0.2,104.13,bookstore_customers
3997,2023-12-24,YYC-DT,8,0.33,65.92,bookstore_customers
3998,2019-02-08,YYC-SE,10,0.32,195.25,bookstore_customers
3999,2019-11-05,YYC-NW,14,0.17,145.38,bookstore_customers
4000,2021-07-23,YYC-SE,13,0.41,93.48,bookstore_customers
4001,2022-06-22,YYC-DT,16,0.08,476.96,bookstore_customers
4002,2019-01-11,YYC-SE,8,0.31,89.68,bookstore_customers
4003,2020-06-03,YYC-NW,6,0.15,135.93,bookstore_customers
4004,2022-06-14,YYC-DT,10,0.17,140.49,bookstore_customers
4005,2021-12-19,YYC-SE,9,0.31,105.41,bookstore_customers
4006,2022-05-01,YYC-DT,0,0.32,187.63,bookstore_customers
4007,2022-05-26,YYC-DT,13,0.41,88.56,bookstore_customers
