,customer_id,signup_date,home_store,annual_visits,online_ratio,ltv_estimate,first_purchase_date,last_purchase_date,region,loyalty_member,total_purchases,total_spent,avg_purchase_value,visits_2023,has_escalation,escalation_reason,customer_rating,visit_category,recency_days,lifetime_days
3163,3164,2020-10-17,ONLINE,18,0.24,37.75,2020-10-17,2023-07-05,Online,False,56,1883.98,33.64,18,True,Billing Error,3.13,Sering,545,991
3164,3165,2024-04-11,YYC-SE,14,0.1,172.31,2024-04-11,2024-10-26,Calgary SE,False,10,637.68,63.77,16,False,No Description,3.67,Sering,66,198
3165,3166,2022-11-22,YYC-NW,9,0.33,120.99,2022-11-22,2023-11-22,Calgary NW,False,15,1003.73,66.92,6,True,Late Delivery,3.42,Jarang,405,365
3166,3167,2020-02-14,YYC-NW,13,0.08,105.36,2020-02-14,2020-09-17,Calgary NW,False,68,5689.72,83.67,14,False,No Description,4.33,Sering,1566,216
3167,3168,2024-07-20,YYC-NW,13,0.04,221.94,2024-07-20,2024-10-18,Calgary NW,True,6,360.68,60.11,8,True,Late Delivery,4.27,Sering,74,90
3168,3169,2019-05-03,YYC-DT,2,0.35,253.62,2019-05-03,2020-12-16,Calgary Downtown,True,11,527.68,47.97,2,True,Damaged Book,4.32,Sangat Jarang,1476,593
3169,3170,2023-09-15,YYC-DT,18,0.2,197.2,2023-09-15,2024-08-25,Calgary Downtown,False,21,797.17,37.96,10,False,No Description,3.89,Sering,128,345
3170,3171,2022-09-14,YYC-NW,16,0.1,36.08,2022-09-14,2023-08-19,Calgary NW,False,31,777.84,25.09,12,True,Damaged Book,3.75,Sering,500,339
3171,3172,2019-11-08,YYC-DT,5,0.34,214.67,2019-11-08,2022-03-10,Calgary Downtown,False,26,1058.52,40.71,6,False,No Description,4.34,Jarang,1027,853
3172,3173,2022-11-22,YYC-NW,10,0.18,79.23,2022-11-22,2023-09-23,Calgary NW,True,16,1187.82,74.24,11,False,No Description,4.4,Sering,465,305
3173,3174,2023-12-06,YYC-SE,3,0.46,40.45,2023-12-06,2024-05-11,Calgary SE,False,2,72.1,36.05,3,True,Late Delivery,2.83,Jarang,234,157
3174,3175,2021-03-22,YYC-NW,12,0.35,156.63,2021-03-22,2022-09-19,Calgary NW,False,32,2539.71,79.37,8,False,No Description,4.05,Sering,834,546
3175,3176,2022-06-04,YYC-DT,18,0.48,75.86,2022-06-04,2023-08-09,Calgary Downtown,False,38,975.58,25.67,17,True,Website Issue,3.7,Sering,510,431
3176,3177,2023-03-17,YYC-NW,8,0.37,103.71,2023-03-17,2024-08-05,Calgary NW,False,13,883.14,67.93,7,False,No Description,3.81,Sering,148,507
3177,3178,2023-05-18,YYC-NW,9,0.18,92.36,2023-05-18,2024-04-19,Calgary NW,False,12,323.78,26.98,6,False,No Description,3.56,Jarang,256,337
3178,3179,2024-05-10,YYC-NW,12,0.46,120.28,2024-05-10,2024-12-03,Calgary NW,True,5,303.7,60.74,12,False,No Description,4.66,Sering,28,207
3179,3180,2019-04-24,YYC-DT,18,0.48,102.98,2019-04-24,2019-09-11,Calgary Downtown,True,103,8278.01,80.37,13,False,No Description,4.81,Sering,1938,140
3180,3181,2021-05-26,YYC-SE,2,0.42,261.81,2021-05-26,2024-08-04,Calgary SE,False,7,621.76,88.82,1,False,No Description,4.06,Sangat Jarang,149,1166
3181,3182,2024-04-23,YYC-SE,7,0.24,101.21,2024-04-23,2024-10-10,Calgary SE,False,4,265.63,66.41,6,True,Website Issue,3.41,Jarang,82,170
3182,3183,2020-06-23,YYC-NW,11,0.46,80.78,2020-06-23,2023-10-03,Calgary NW,False,52,2545.55,48.95,12,False,No Description,3.61,Sering,455,1197
3183,3184,2020-04-25,ONLINE,4,0.28,236.68,2020-04-25,2020-12-01,Online,False,17,1403.15,82.54,2,False,No Description,4.26,Sangat Jarang,1491,220
3184,3185,2019-09-03,YYC-DT,7,0.13,261.92,2019-09-03,2024-05-17,Calgary Downtown,False,38,2450.14,64.48,4,False,No Description,4.12,Jarang,228,1718
3185,3186,2024-07-01,ONLINE,2,0.13,209.18,2024-07-01,2024-10-03,Online,False,1,30.7,30.7,2,True,Rude Staff,2.82,Sangat Jarang,89,94
3186,3187,2023-01-02,YYC-NW,9,0.2,80.87,2023-01-02,2024-02-28,Calgary NW,True,15,1064.24,70.95,10,False,No Description,4.23,Sering,307,422
3187,3188,2020-11-23,YYC-SE,4,0.26,322.84,2020-11-23,2023-05-04,Calgary SE,True,12,1031.55,85.96,3,True,Late Delivery,4.16,Jarang,607,892
3188,3189,2021-09-01,YYC-SE,9,0.38,117.29,2021-09-01,2022-08-21,Calgary SE,False,31,2743.48,88.5,5,False,No Description,4.49,Jarang,863,354
3189,3190,2021-05-23,YYC-NW,15,0.1,140.67,2021-05-23,2022-04-26,Calgary NW,True,38,2413.32,63.51,13,False,No Description,3.4,Sering,980,338
3190,3191,2023-04-16,YYC-DT,12,0.41,183.9,2023-04-16,2023-09-18,Calgary Downtown,False,15,514.69,34.31,11,True,Damaged Book,3.39,Sering,470,155
3191,3192,2022-02-25,ONLINE,10,0.12,87.27,2022-02-25,2024-10-06,Online,False,29,1882.1,64.9,7,True,Website Issue,2.9,Sering,86,954
3192,3193,2022-11-24,YYC-DT,16,0.12,150.04,2022-11-24,2024-01-25,Calgary Downtown,False,24,1707.98,71.17,16,False,No Description,3.56,Sering,341,427
3193,3194,2024-03-12,YYC-NW,4,0.41,141.21,2024-03-12,2024-09-29,Calgary NW,False,3,167.62,55.87,5,False,No Description,3.99,Jarang,93,201
3194,3195,2021-12-22,YYC-SE,10,0.15,158.22,2021-12-22,2024-10-21,Calgary SE,False,23,1399.32,60.84,9,False,No Description,4.0,Sering,71,1034
3195,3196,2024-06-12,YYC-DT,12,0.69,155.97,2024-06-12,2024-11-27,Calgary Downtown,True,6,279.5,46.58,7,False,No Description,4.08,Sering,34,168
3196,3197,2024-06-01,YYC-DT,17,0.15,108.5,2024-06-01,2024-10-18,Calgary Downtown,False,10,806.9,80.69,11,False,No Description,4.13,Sering,74,139
3197,3198,2024-07-09,YYC-NW,3,0.27,23.24,2024-07-09,2024-10-25,Calgary NW,False,1,65.01,65.01,4,False,No Description,4.56,Jarang,67,108
3198,3199,2020-04-09,YYC-DT,3,0.31,98.58,2020-04-09,2021-10-07,Calgary Downtown,True,14,510.73,36.48,2,False,No Description,4.13,Sangat Jarang,1181,546
3199,3200,2019-05-14,YYC-SE,6,0.31,144.4,2019-05-14,2024-12-13,Calgary SE,False,33,2523.68,76.48,6,False,No Description,3.34,Jarang,18,2040
3200,3201,2019-11-01,YYC-DT,7,0.33,55.0,2019-11-01,2023-10-21,Calgary Downtown,False,29,1599.17,55.14,6,False,No Description,4.05,Jarang,437,1450
3201,3202,2024-03-24,YYC-NW,14,0.3,46.43,2024-03-24,2024-10-06,Calgary NW,False,10,315.7,31.57,14,True,Late Delivery,3.64,Sering,86,196
3202,3203,2024-03-29,ONLINE,11,0.51,246.65,2024-03-29,2024-10-29,Online,True,5,452.93,90.59,9,False,No Description,4.36,Sering,63,214
3203,3204,2020-09-04,YYC-NW,2,0.05,115.49,2020-09-04,2023-08-30,Calgary NW,False,8,568.17,71.02,1,False,No Description,4.1,Sangat Jarang,489,1090
3204,3205,2022-11-14,YYC-DT,7,0.24,88.96,2022-11-14,2023-05-13,Calgary Downtown,True,14,981.51,70.11,7,False,No Description,4.24,Sering,598,180
3205,3206,2021-10-10,YYC-NW,13,0.23,71.72,2021-10-10,2022-08-12,Calgary NW,False,36,1130.42,31.4,15,True,Website Issue,3.45,Sering,872,306
3206,3207,2019-04-21,YYC-SE,14,0.08,312.73,2019-04-21,2019-08-03,Calgary SE,False,79,3495.79,44.25,11,False,No Description,4.38,Sering,1977,104
3207,3208,2021-12-30,YYC-SE,6,0.17,129.62,2021-12-30,2022-10-11,Calgary SE,False,16,481.71,30.11,7,False,No Description,3.6,Sering,812,285
3208,3209,2022-08-17,ONLINE,3,0.11,97.96,2022-08-17,2024-08-22,Online,False,7,632.67,90.38,2,True,Damaged Book,3.83,Sangat Jarang,131,736
3209,3210,2022-12-21,YYC-DT,11,0.39,343.16,2022-12-21,2023-08-14,Calgary Downtown,False,21,664.24,31.63,12,False,No Description,3.98,Sering,505,236
3210,3211,2021-03-21,ONLINE,19,0.14,63.73,2021-03-21,2022-09-01,Online,False,54,3799.01,70.35,11,False,No Description,4.18,Sering,852,529
3211,3212,2024-11-25,YYC-DT,6,0.17,174.59,2024-11-25,2024-09-26,Calgary Downtown,False,1,82.77,82.77,5,False,No Description,3.96,Jarang,96,-60
3212,3213,2019-10-12,YYC-SE,11,0.16,87.31,2019-10-12,2021-09-10,Calgary SE,False,48,4230.69,88.14,6,False,No Description,4.33,Jarang,1208,699
3213,3214,2024-07-30,YYC-SE,8,0.05,176.37,2024-07-30,2024-12-25,Calgary SE,False,2,180.55,90.28,7,False,No Description,4.23,Sering,6,148
3214,3215,2019-02-14,YYC-DT,6,0.27,106.5,2019-02-14,2020-03-24,Calgary Downtown,True,25,2319.07,92.76,5,False,No Description,4.42,Jarang,1743,404
3215,3216,2022-11-15,YYC-NW,4,0.36,153.91,2022-11-15,2023-02-20,Calgary NW,False,8,383.37,47.92,4,False,No Description,4.26,Jarang,680,97
3216,3217,2020-12-25,YYC-SE,13,0.18,153.57,2020-12-25,2022-09-03,Calgary SE,False,39,2264.02,58.05,14,False,No Description,3.98,Sering,850,617
3217,3218,2020-12-26,YYC-DT,10,0.29,206.02,2020-12-26,2022-07-19,Calgary Downtown,False,32,2388.32,74.64,12,False,No Description,4.09,Sering,896,570
3218,3219,2020-06-20,YYC-NW,5,0.19,185.02,2020-06-20,2024-08-29,Calgary NW,True,18,975.22,54.18,5,True,Late Delivery,4.14,Jarang,124,1531
3219,3220,2021-11-04,YYC-DT,5,0.4,23.61,2021-11-04,2023-03-06,Calgary Downtown,False,15,1071.13,71.41,3,False,No Description,3.88,Jarang,666,487
3220,3221,2024-06-20,YYC-NW,14,0.25,36.71,2024-06-20,2024-10-16,Calgary NW,True,5,271.58,54.32,13,False,No Description,4.31,Sering,76,118
3221,3222,2020-01-31,YYC-NW,19,0.29,171.58,2020-01-31,2020-09-03,Calgary NW,False,73,6450.49,88.36,12,False,No Description,4.01,Sering,1580,216
3222,3223,2022-05-06,YYC-SE,9,0.8,71.91,2022-05-06,2023-10-15,Calgary SE,False,18,698.27,38.79,5,False,No Description,3.9,Jarang,443,527
3223,3224,2020-04-09,ONLINE,19,0.2,246.64,2020-04-09,2021-02-17,Online,False,72,3804.22,52.84,12,False,No Description,3.97,Sering,1413,314
3224,3225,2023-06-26,YYC-SE,14,0.34,33.58,2023-06-26,2023-12-06,Calgary SE,False,18,712.88,39.6,14,False,No Description,3.83,Sering,391,163
3225,3226,2024-12-03,YYC-NW,18,0.26,101.4,2024-12-03,2024-01-20,Calgary NW,False,4,358.82,89.7,13,False,No Description,4.33,Sering,346,-318
3226,3227,2019-03-28,YYC-NW,11,0.45,75.95,2019-03-28,2024-12-27,Calgary NW,True,62,2736.2,44.13,8,False,No Description,4.71,Sering,4,2101
3227,3228,2019-11-12,YYC-DT,6,0.08,84.39,2019-11-12,2021-02-06,Calgary Downtown,False,26,1790.33,68.86,6,False,No Description,4.35,Jarang,1424,452
3228,3229,2024-02-24,YYC-DT,6,0.14,126.77,2024-02-24,2024-12-28,Calgary Downtown,False,5,154.02,30.8,3,False,No Description,4.13,Jarang,3,308
3229,3230,2020-07-03,YYC-NW,11,0.28,219.84,2020-07-03,2020-11-25,Calgary NW,False,40,3083.83,77.1,7,False,No Description,3.41,Sering,1497,145
3230,3231,2023-11-22,YYC-SE,6,0.37,98.1,2023-11-22,2024-11-15,Calgary SE,False,5,343.48,68.7,5,False,No Description,3.57,Jarang,46,359
3231,3232,2021-08-08,YYC-DT,7,0.56,91.27,2021-08-08,2023-08-16,Calgary Downtown,False,24,2206.09,91.92,7,False,No Description,3.97,Sering,503,738
3232,3233,2019-10-19,ONLINE,9,0.33,34.45,2019-10-19,2020-09-10,Online,True,51,1541.6,30.23,8,True,Website Issue,3.57,Sering,1573,327
3233,3234,2022-09-07,YYC-DT,15,0.28,28.32,2022-09-07,2024-06-05,Calgary Downtown,False,31,1050.18,33.88,9,False,No Description,4.37,Sering,209,637
3234,3235,2019-01-12,YYC-NW,3,0.23,124.84,2019-01-12,2022-02-24,Calgary NW,False,12,556.56,46.38,2,False,No Description,4.36,Sangat Jarang,1041,1139
3235,3236,2022-07-27,YYC-SE,12,0.69,151.74,2022-07-27,2023-09-30,Calgary SE,False,32,1851.63,57.86,11,False,No Description,3.7,Sering,458,430
3236,3237,2024-11-05,YYC-NW,5,0.27,219.16,2024-11-05,2024-03-04,Calgary NW,True,1,80.28,80.28,3,True,Rude Staff,3.46,Jarang,302,-246
3237,3238,2019-12-16,YYC-DT,16,0.25,45.67,2019-12-16,2020-08-17,Calgary Downtown,False,66,4826.52,73.13,12,False,No Description,4.65,Sering,1597,245
3238,3239,2024-01-05,YYC-SE,19,0.25,110.19,2024-01-05,2024-05-28,Calgary SE,False,13,591.76,45.52,22,False,No Description,3.68,Sangat Sering,217,144
3239,3240,2024-10-10,YYC-SE,8,0.32,214.68,2024-10-10,2024-02-12,Calgary SE,False,2,77.36,38.68,9,False,No Description,4.79,Sering,323,-241
3240,3241,2022-02-01,YYC-DT,15,0.17,142.94,2022-02-01,2024-11-12,Calgary Downtown,False,32,977.93,30.56,17,False,No Description,4.1,Sering,49,1015
3241,3242,2019-12-27,YYC-SE,10,0.44,161.64,2019-12-27,2023-05-26,Calgary SE,False,35,2580.15,73.72,12,False,No Description,3.53,Sering,585,1246
3242,3243,2022-12-27,ONLINE,18,0.48,158.55,2022-12-27,2024-09-05,Online,False,29,1497.02,51.62,20,False,No Description,3.83,Sering,117,618
3243,3244,2024-05-04,YYC-DT,15,0.31,228.54,2024-05-04,2024-10-08,Calgary Downtown,False,9,358.79,39.87,9,False,No Description,3.86,Sering,84,157
3244,3245,2022-07-14,YYC-DT,18,0.26,109.86,2022-07-14,2023-07-02,Calgary Downtown,True,46,2661.4,57.86,15,False,No Description,4.82,Sering,548,353
3245,3246,2022-03-10,YYC-DT,18,0.02,83.58,2022-03-10,2024-09-17,Calgary Downtown,False,42,3567.02,84.93,9,False,No Description,3.98,Sering,105,922
3246,3247,2021-04-05,YYC-NW,17,0.25,147.54,2021-04-05,2024-06-11,Calgary NW,False,66,4733.08,71.71,17,False,No Description,3.93,Sering,203,1163
3247,3248,2021-01-11,YYC-SE,4,0.42,51.02,2021-01-11,2023-01-26,Calgary SE,False,12,897.71,74.81,3,False,No Description,4.05,Jarang,705,745
3248,3249,2023-02-16,YYC-DT,7,0.18,168.59,2023-02-16,2024-09-10,Calgary Downtown,True,11,860.7,78.25,5,False,No Description,4.25,Jarang,112,572
3249,3250,2023-01-31,YYC-NW,12,0.18,68.46,2023-01-31,2023-09-05,Calgary NW,False,22,1876.32,85.29,9,True,Website Issue,3.13,Sering,483,217
3250,3251,2022-04-22,YYC-NW,17,0.46,128.92,2022-04-22,2023-06-20,Calgary NW,False,36,3158.72,87.74,9,False,No Description,4.53,Sering,560,424
3251,3252,2019-01-28,YYC-NW,19,0.45,128.93,2019-01-28,2022-05-20,Calgary NW,True,90,6103.77,67.82,12,False,No Description,4.84,Sering,956,1208
3252,3253,2022-05-03,YYC-NW,13,0.29,196.0,2022-05-03,2024-12-13,Calgary NW,True,36,2675.7,74.32,9,False,No Description,4.43,Sering,18,955
3253,3254,2022-10-11,YYC-SE,4,0.15,95.63,2022-10-11,2024-02-12,Calgary SE,False,8,720.27,90.03,3,False,No Description,3.74,Jarang,323,489
3254,3255,2023-07-10,YYC-SE,4,0.1,138.49,2023-07-10,2024-08-21,Calgary SE,False,5,278.0,55.6,4,False,No Description,4.07,Jarang,132,408
3255,3256,2020-05-28,YYC-DT,19,0.46,8.72,2020-05-28,2023-03-16,Calgary Downtown,False,82,3923.07,47.84,22,False,No Description,4.47,Sangat Sering,656,1022
3256,3257,2024-08-20,YYC-NW,15,0.31,172.84,2024-08-20,2024-12-02,Calgary NW,True,3,97.54,32.51,13,False,No Description,4.16,Sering,29,104
3257,3258,2022-10-16,YYC-NW,2,0.53,135.74,2022-10-16,2024-03-27,Calgary NW,False,3,152.6,50.87,2,False,No Description,3.46,Sangat Jarang,279,528
3258,3259,2024-09-19,YYC-DT,3,0.32,131.02,2024-09-19,2024-01-27,Calgary Downtown,True,0,0.0,0.0,3,False,No Description,4.5,Jarang,339,-236
3259,3260,2021-12-20,YYC-DT,12,0.22,206.5,2021-12-20,2024-02-22,Calgary Downtown,False,34,2343.14,68.92,9,False,No Description,4.12,Sering,313,794
3260,3261,2023-01-05,YYC-SE,13,0.14,310.89,2023-01-05,2024-03-31,Calgary SE,False,24,1636.01,68.17,16,False,No Description,3.76,Sering,275,451
3261,3262,2019-10-05,YYC-DT,12,0.25,144.49,2019-10-05,2022-03-04,Calgary Downtown,True,64,4647.76,72.62,13,False,No Description,4.78,Sering,1033,881
3262,3263,2019-06-06,YYC-NW,4,0.47,239.49,2019-06-06,2023-08-02,Calgary NW,False,23,1631.74,70.95,3,False,No Description,3.81,Jarang,517,1518
3263,3264,2022-09-23,YYC-NW,4,0.08,140.3,2022-09-23,2023-08-09,Calgary NW,False,7,269.06,38.44,4,False,No Description,3.67,Jarang,510,320
3264,3265,2022-06-03,YYC-NW,6,0.48,118.14,2022-06-03,2024-09-06,Calgary NW,False,14,681.79,48.7,7,False,No Description,3.86,Sering,116,826
3265,3266,2020-07-19,YYC-DT,3,0.04,45.08,2020-07-19,2022-04-29,Calgary Downtown,False,13,887.13,68.24,2,False,No Description,4.21,Sangat Jarang,977,649
3266,3267,2022-04-29,YYC-DT,2,0.24,48.14,2022-04-29,2024-10-11,Calgary Downtown,False,4,336.71,84.18,1,False,No Description,4.1,Sangat Jarang,81,896
3267,3268,2023-02-18,YYC-DT,9,0.27,176.79,2023-02-18,2023-12-24,Calgary Downtown,False,13,1228.17,94.47,6,False,No Description,3.86,Jarang,373,309
3268,3269,2019-01-02,YYC-DT,8,0.25,126.0,2019-01-02,2024-04-14,Calgary Downtown,False,50,1849.7,36.99,7,True,Rude Staff,3.46,Sering,261,1929
3269,3270,2022-08-04,YYC-NW,5,0.2,148.33,2022-08-04,2024-09-04,Calgary NW,False,12,657.64,54.8,6,False,No Description,4.15,Jarang,118,762
3270,3271,2022-07-12,ONLINE,9,0.16,67.76,2022-07-12,2024-11-09,Online,False,17,469.87,27.64,8,False,No Description,4.19,Sering,52,851
3271,3272,2019-03-09,YYC-DT,17,0.56,102.98,2019-03-09,2020-12-11,Calgary Downtown,False,71,2983.72,42.02,13,False,No Description,4.15,Sering,1481,643
3272,3273,2023-05-12,YYC-DT,18,0.31,108.5,2023-05-12,2024-05-12,Calgary Downtown,False,27,833.11,30.86,15,False,No Description,4.43,Sering,233,366
3273,3274,2019-08-10,YYC-SE,10,0.26,86.73,2019-08-10,2022-03-30,Calgary SE,True,50,1910.07,38.2,6,False,No Description,3.99,Jarang,1007,963
3274,3275,2021-06-07,YYC-DT,13,0.53,194.12,2021-06-07,2022-05-18,Calgary Downtown,True,40,1566.25,39.16,9,False,No Description,4.87,Sering,958,345
3275,3276,2019-05-15,YYC-DT,5,0.03,108.11,2019-05-15,2021-07-18,Calgary Downtown,False,29,1562.92,53.89,5,False,No Description,4.1,Jarang,1262,795
3276,3277,2024-10-07,YYC-SE,11,0.41,176.23,2024-10-07,2024-04-22,Calgary SE,False,3,253.63,84.54,12,False,No Description,3.92,Sering,253,-168
3277,3278,2023-04-21,YYC-DT,19,0.04,13.87,2023-04-21,2024-09-26,Calgary Downtown,False,22,712.33,32.38,20,False,No Description,3.44,Sering,96,524
3278,3279,2023-10-21,YYC-SE,6,0.28,159.71,2023-10-21,2024-02-25,Calgary SE,False,6,346.86,57.81,6,False,No Description,3.64,Jarang,310,127
3279,3280,2022-12-16,YYC-NW,4,0.08,76.9,2022-12-16,2024-07-18,Calgary NW,False,8,499.99,62.5,3,True,Rude Staff,3.73,Jarang,166,580
3280,3281,2024-01-12,YYC-NW,13,0.23,167.21,2024-01-12,2024-10-02,Calgary NW,False,12,568.66,47.39,13,True,Rude Staff,3.66,Sering,90,264
3281,3282,2020-12-28,YYC-SE,16,0.57,391.71,2020-12-28,2024-05-28,Calgary SE,False,64,5606.48,87.6,17,False,No Description,4.63,Sering,217,1247
3282,3283,2023-10-09,YYC-NW,3,0.18,284.97,2023-10-09,2024-09-17,Calgary NW,False,2,104.11,52.06,2,False,No Description,3.8,Sangat Jarang,105,344
3283,3284,2021-09-10,YYC-DT,5,0.6,118.31,2021-09-10,2023-09-28,Calgary Downtown,True,16,1146.41,71.65,3,False,No Description,4.4,Jarang,460,748
3284,3285,2021-12-30,YYC-SE,6,0.45,54.24,2021-12-30,2024-01-22,Calgary SE,False,18,1688.32,93.8,4,False,No Description,4.0,Jarang,344,753
3285,3286,2019-01-09,YYC-DT,14,0.66,110.98,2019-01-09,2019-10-25,Calgary Downtown,True,78,3216.76,41.24,13,False,No Description,4.38,Sering,1894,289
3286,3287,2022-11-10,YYC-SE,9,0.3,33.59,2022-11-10,2024-01-03,Calgary SE,False,20,1830.45,91.52,6,True,Website Issue,3.02,Jarang,363,419
3287,3288,2021-03-15,ONLINE,3,0.37,70.66,2021-03-15,2022-01-20,Online,False,8,334.86,41.86,3,False,No Description,4.68,Jarang,1076,311
3288,3289,2020-05-16,YYC-NW,5,0.12,195.84,2020-05-16,2022-10-06,Calgary NW,True,18,564.42,31.36,5,False,No Description,4.46,Jarang,817,873
3289,3290,2020-03-08,YYC-NW,6,0.15,301.72,2020-03-08,2021-08-06,Calgary NW,True,24,953.69,39.74,5,True,Late Delivery,3.72,Jarang,1243,516
3290,3291,2020-06-25,YYC-NW,7,0.4,141.91,2020-06-25,2022-03-26,Calgary NW,True,24,2249.26,93.72,7,True,Website Issue,4.02,Sering,1011,639
3291,3292,2019-09-24,YYC-NW,17,0.38,117.94,2019-09-24,2022-01-30,Calgary NW,False,84,7063.4,84.09,18,False,No Description,3.77,Sering,1066,859
3292,3293,2019-10-13,YYC-NW,17,0.25,182.78,2019-10-13,2023-10-18,Calgary NW,False,90,6577.99,73.09,13,False,No Description,3.96,Sering,440,1466
3293,3294,2021-06-06,YYC-NW,9,0.4,180.5,2021-06-06,2023-07-04,Calgary NW,True,23,1837.47,79.89,6,True,Late Delivery,3.7,Jarang,546,758
3294,3295,2019-05-26,YYC-SE,14,0.13,245.32,2019-05-26,2020-05-15,Calgary SE,False,79,5634.8,71.33,12,True,Rude Staff,4.34,Sering,1691,355
3295,3296,2019-01-09,YYC-DT,17,0.44,67.94,2019-01-09,2020-04-06,Calgary Downtown,False,79,4173.39,52.83,9,False,No Description,4.24,Sering,1730,453
3296,3297,2019-03-12,YYC-SE,8,0.48,246.88,2019-03-12,2021-07-07,Calgary SE,True,50,2896.43,57.93,4,False,No Description,4.21,Jarang,1273,848
3297,3298,2024-08-04,YYC-DT,11,0.24,410.29,2024-08-04,2024-11-07,Calgary Downtown,False,3,192.0,64.0,8,False,No Description,4.08,Sering,54,95
3298,3299,2022-10-22,YYC-DT,2,0.08,111.17,2022-10-22,2024-05-27,Calgary Downtown,False,4,114.82,28.7,2,False,No Description,3.86,Sangat Jarang,218,583
3299,3300,2023-07-03,ONLINE,16,0.22,70.09,2023-07-03,2024-03-14,Online,False,18,621.89,34.55,16,False,No Description,3.72,Sering,292,255
3300,3301,2022-11-21,ONLINE,2,0.12,127.33,2022-11-21,2023-06-06,Online,True,3,228.12,76.04,2,False,No Description,4.4,Sangat Jarang,574,197
3301,3302,2020-06-04,YYC-NW,15,0.38,134.77,2020-06-04,2024-04-25,Calgary NW,False,59,1635.41,27.72,15,False,No Description,4.1,Sering,250,1421
3302,3303,2023-06-12,YYC-DT,5,0.31,53.15,2023-06-12,2024-11-12,Calgary Downtown,False,6,193.85,32.31,4,False,No Description,4.3,Jarang,49,519
3303,3304,2019-10-09,YYC-DT,13,0.21,84.55,2019-10-09,2021-11-05,Calgary Downtown,False,69,2432.09,35.25,10,False,No Description,4.13,Sering,1152,758
3304,3305,2021-06-09,YYC-NW,4,0.35,158.33,2021-06-09,2024-05-16,Calgary NW,False,14,529.66,37.83,4,False,No Description,4.37,Jarang,229,1072
3305,3306,2021-05-28,YYC-NW,18,0.36,32.44,2021-05-28,2023-09-08,Calgary NW,False,66,5766.24,87.37,11,False,No Description,3.74,Sering,480,833
3306,3307,2022-06-30,YYC-NW,8,0.34,51.08,2022-06-30,2023-12-18,Calgary NW,False,18,1673.45,92.97,8,False,No Description,3.92,Sering,379,536
3307,3308,2021-07-15,YYC-DT,4,0.2,66.68,2021-07-15,2022-05-21,Calgary Downtown,False,10,480.2,48.02,3,False,No Description,4.45,Jarang,955,310
3308,3309,2021-06-09,YYC-DT,9,0.24,120.45,2021-06-09,2022-01-25,Calgary Downtown,False,34,2314.21,68.06,9,False,No Description,3.77,Sering,1071,230
3309,3310,2024-01-05,YYC-DT,6,0.2,197.98,2024-01-05,2024-08-17,Calgary Downtown,False,5,192.19,38.44,5,True,Late Delivery,3.19,Jarang,136,225
3310,3311,2023-05-04,YYC-DT,7,0.23,331.27,2023-05-04,2024-09-18,Calgary Downtown,False,8,388.11,48.51,5,False,No Description,4.13,Jarang,104,503
3311,3312,2019-07-11,YYC-DT,3,0.32,40.52,2019-07-11,2020-08-15,Calgary Downtown,False,11,916.36,83.31,2,False,No Description,4.08,Sangat Jarang,1599,401
3312,3313,2020-03-05,YYC-NW,3,0.47,196.61,2020-03-05,2020-08-08,Calgary NW,False,14,421.76,30.13,2,False,No Description,3.98,Sangat Jarang,1606,156
3313,3314,2020-01-11,YYC-NW,5,0.28,155.05,2020-01-11,2022-06-02,Calgary NW,True,25,2043.42,81.74,4,False,No Description,4.6,Jarang,943,873
3314,3315,2024-01-22,YYC-NW,3,0.27,66.98,2024-01-22,2024-12-03,Calgary NW,False,2,89.29,44.64,2,True,Billing Error,3.37,Sangat Jarang,28,316
3315,3316,2019-01-07,ONLINE,10,0.15,161.73,2019-01-07,2019-04-23,Online,False,47,4288.85,91.25,12,True,Rude Staff,4.07,Sering,2079,106
3316,3317,2019-10-04,YYC-DT,12,0.18,294.34,2019-10-04,2020-07-30,Calgary Downtown,False,67,3835.49,57.25,10,False,No Description,4.08,Sering,1615,300
3317,3318,2019-04-15,YYC-NW,3,0.14,187.1,2019-04-15,2019-11-24,Calgary NW,False,18,1357.35,75.41,3,True,Late Delivery,3.22,Jarang,1864,223
3318,3319,2020-10-16,YYC-SE,8,0.06,130.5,2020-10-16,2024-02-13,Calgary SE,True,35,1019.64,29.13,9,False,No Description,3.99,Sering,322,1215
3319,3320,2022-12-22,YYC-DT,10,0.48,43.74,2022-12-22,2023-09-10,Calgary Downtown,False,21,953.42,45.4,10,False,No Description,4.45,Sering,478,262
3320,3321,2019-10-21,YYC-SE,10,0.35,218.29,2019-10-21,2023-03-27,Calgary SE,False,50,4691.34,93.83,9,True,Damaged Book,4.06,Sering,645,1253
3321,3322,2020-04-10,ONLINE,7,0.04,68.79,2020-04-10,2021-07-02,Online,False,25,1169.95,46.8,4,False,No Description,3.81,Jarang,1278,448
3322,3323,2022-04-19,YYC-DT,8,0.36,38.68,2022-04-19,2023-09-06,Calgary Downtown,True,20,713.51,35.68,5,True,Website Issue,4.43,Jarang,482,505
3323,3324,2020-10-08,YYC-NW,7,0.39,54.1,2020-10-08,2023-01-11,Calgary NW,False,27,2269.2,84.04,7,False,No Description,4.1,Sering,720,825
3324,3325,2019-02-28,YYC-DT,5,0.11,152.42,2019-02-28,2020-07-07,Calgary Downtown,False,27,1906.71,70.62,4,False,No Description,3.4,Jarang,1638,495
