date,year,month,store_id,channel,transactions,revenue,gst_collected,net_revenue,dataset
2020-05-09,2020,5,YYC-SE,ONLINE,19,533.49,26.67,506.82,bookstore_sales
2020-05-10,2020,5,YYC-DT,IN_STORE,43,1436.83,71.84,1364.99,bookstore_sales
2020-05-10,2020,5,YYC-DT,ONLINE,19,766.55,38.33,728.22,bookstore_sales
2020-05-10,2020,5,YYC-NW,IN_STORE,30,1029.74,51.49,978.25,bookstore_sales
2020-05-10,2020,5,YYC-NW,ONLINE,18,622.23,31.11,591.12,bookstore_sales
2020-05-10,2020,5,YYC-SE,IN_STORE,28,865.48,43.27,822.21,bookstore_sales
2020-05-10,2020,5,YYC-SE,ONLINE,16,458.26,22.91,435.35,bookstore_sales
2020-05-11,2020,5,YYC-DT,IN_STORE,41,1138.28,56.91,1081.37,bookstore_sales
2020-05-11,2020,5,YYC-DT,ONLINE,22,647.29,32.36,614.93,bookstore_sales
2020-05-11,2020,5,YYC-NW,IN_STORE,23,786.93,39.35,747.58,bookstore_sales
2020-05-11,2020,5,YYC-NW,ONLINE,11,467.37,23.37,444.0,bookstore_sales
2020-05-11,2020,5,YYC-SE,IN_STORE,23,725.67,36.28,689.39,bookstore_sales
2020-05-11,2020,5,YYC-SE,ONLINE,12,409.74,20.49,389.25,bookstore_sales
2020-05-12,2020,5,YYC-DT,IN_STORE,38,1240.33,62.02,1178.31,bookstore_sales
2020-05-12,2020,5,YYC-DT,ONLINE,22,669.69,33.48,636.21,bookstore_sales
2020-05-12,2020,5,YYC-NW,IN_STORE,26,886.01,44.3,841.71,bookstore_sales
2020-05-12,2020,5,YYC-NW,ONLINE,14,476.06,23.8,452.26,bookstore_sales
2020-05-12,2020,5,YYC-SE,IN_STORE,18,701.23,35.06,666.17,bookstore_sales
2020-05-12,2020,5,YYC-SE,ONLINE,11,413.63,20.68,392.95,bookstore_sales
2020-05-13,2020,5,YYC-DT,IN_STORE,41,1186.7,59.34,1127.36,bookstore_sales
2020-05-13,2020,5,YYC-DT,ONLINE,23,683.42,34.17,649.25,bookstore_sales
2020-05-13,2020,5,YYC-NW,IN_STORE,24,827.99,41.4,786.59,bookstore_sales
2020-05-13,2020,5,YYC-NW,ONLINE,11,457.34,22.87,434.47,bookstore_sales
2020-05-13,2020,5,YYC-SE,IN_STORE,19,670.56,33.53,637.03,bookstore_sales
2020-05-13,2020,5,YYC-SE,ONLINE,11,345.24,17.26,327.98,bookstore_sales
2020-05-14,2020,5,YYC-DT,IN_STORE,38,1154.86,57.74,1097.12,bookstore_sales
2020-05-14,2020,5,YYC-DT,ONLINE,25,659.34,32.97,626.37,bookstore_sales
2020-05-14,2020,5,YYC-NW,IN_STORE,34,864.78,43.24,821.54,bookstore_sales
2020-05-14,2020,5,YYC-NW,ONLINE,13,432.2,21.61,410.59,bookstore_sales
2020-05-14,2020,5,YYC-SE,IN_STORE,27,693.2,34.66,658.54,bookstore_sales
2020-05-14,2020,5,YYC-SE,ONLINE,11,385.13,19.26,365.87,bookstore_sales
2020-05-15,2020,5,YYC-DT,IN_STORE,39,1338.52,66.93,1271.59,bookstore_sales
2020-05-15,2020,5,YYC-DT,ONLINE,28,745.36,37.27,708.09,bookstore_sales
2020-05-15,2020,5,YYC-NW,IN_STORE,30,959.79,47.99,911.8,bookstore_sales
2020-05-15,2020,5,YYC-NW,ONLINE,17,474.45,23.72,450.73,bookstore_sales
2020-05-15,2020,5,YYC-SE,IN_STORE,25,847.54,42.38,805.16,bookstore_sales
2020-05-15,2020,5,YYC-SE,ONLINE,10,402.61,20.13,382.48,bookstore_sales
2020-05-16,2020,5,YYC-DT,IN_STORE,57,1479.35,73.97,1405.38,bookstore_sales
2020-05-16,2020,5,YYC-DT,ONLINE,20,769.05,38.45,730.6,bookstore_sales
2020-05-16,2020,5,YYC-NW,IN_STORE,34,1089.49,54.47,1035.02,bookstore_sales
2020-05-16,2020,5,YYC-NW,ONLINE,17,604.86,30.24,574.62,bookstore_sales
2020-05-16,2020,5,YYC-SE,IN_STORE,23,929.42,46.47,882.95,bookstore_sales
2020-05-16,2020,5,YYC-SE,ONLINE,13,519.12,25.96,493.16,bookstore_sales
2020-05-17,2020,5,YYC-DT,IN_STORE,45,1239.6,61.98,1177.62,bookstore_sales
2020-05-17,2020,5,YYC-DT,ONLINE,22,683.15,34.16,648.99,bookstore_sales
2020-05-17,2020,5,YYC-NW,IN_STORE,37,908.88,45.44,863.44,bookstore_sales
2020-05-17,2020,5,YYC-NW,ONLINE,17,482.08,24.1,457.98,bookstore_sales
2020-05-17,2020,5,YYC-SE,IN_STORE,24,752.37,37.62,714.75,bookstore_sales
2020-05-17,2020,5,YYC-SE,ONLINE,15,375.7,18.78,356.92,bookstore_sales
2020-05-18,2020,5,YYC-DT,IN_STORE,40,1321.31,66.07,1255.24,bookstore_sales
2020-05-18,2020,5,YYC-DT,ONLINE,25,703.09,35.15,667.94,bookstore_sales
2020-05-18,2020,5,YYC-NW,IN_STORE,33,969.7,48.49,921.21,bookstore_sales
2020-05-18,2020,5,YYC-NW,ONLINE,17,437.51,21.88,415.63,bookstore_sales
2020-05-18,2020,5,YYC-SE,IN_STORE,21,822.93,41.15,781.78,bookstore_sales
2020-05-18,2020,5,YYC-SE,ONLINE,15,413.71,20.69,393.02,bookstore_sales
2020-05-19,2020,5,YYC-DT,IN_STORE,48,1210.53,60.53,1150.0,bookstore_sales
2020-05-19,2020,5,YYC-DT,ONLINE,20,620.91,31.05,589.86,bookstore_sales
2020-05-19,2020,5,YYC-NW,IN_STORE,25,866.46,43.32,823.14,bookstore_sales
2020-05-19,2020,5,YYC-NW,ONLINE,12,473.04,23.65,449.39,bookstore_sales
2020-05-19,2020,5,YYC-SE,IN_STORE,18,734.11,36.71,697.4,bookstore_sales
2020-05-19,2020,5,YYC-SE,ONLINE,10,382.77,19.14,363.63,bookstore_sales
2020-05-20,2020,5,YYC-DT,IN_STORE,32,1235.76,61.79,1173.97,bookstore_sales
2020-05-20,2020,5,YYC-DT,ONLINE,22,636.47,31.82,604.65,bookstore_sales
2020-05-20,2020,5,YYC-NW,IN_STORE,31,894.71,44.74,849.97,bookstore_sales
2020-05-20,2020,5,YYC-NW,ONLINE,14,488.85,24.44,464.41,bookstore_sales
2020-05-20,2020,5,YYC-SE,IN_STORE,18,755.51,37.78,717.73,bookstore_sales
2020-05-20,2020,5,YYC-SE,ONLINE,13,374.27,18.71,355.56,bookstore_sales
2020-05-21,2020,5,YYC-DT,IN_STORE,39,1339.03,66.95,1272.08,bookstore_sales
2020-05-21,2020,5,YYC-DT,ONLINE,21,663.32,33.17,630.15,bookstore_sales
2020-05-21,2020,5,YYC-NW,IN_STORE,27,902.3,45.12,857.18,bookstore_sales
2020-05-21,2020,5,YYC-NW,ONLINE,14,462.44,23.12,439.32,bookstore_sales
2020-05-21,2020,5,YYC-SE,IN_STORE,20,738.93,36.95,701.98,bookstore_sales
2020-05-21,2020,5,YYC-SE,ONLINE,12,441.69,22.08,419.61,bookstore_sales
2020-05-22,2020,5,YYC-DT,IN_STORE,34,1278.99,63.95,1215.04,bookstore_sales
2020-05-22,2020,5,YYC-DT,ONLINE,17,644.32,32.22,612.1,bookstore_sales
2020-05-22,2020,5,YYC-NW,IN_STORE,22,766.77,38.34,728.43,bookstore_sales
2020-05-22,2020,5,YYC-NW,ONLINE,11,428.95,21.45,407.5,bookstore_sales
2020-05-22,2020,5,YYC-SE,IN_STORE,20,741.39,37.07,704.32,bookstore_sales
2020-05-22,2020,5,YYC-SE,ONLINE,10,428.16,21.41,406.75,bookstore_sales
2020-05-23,2020,5,YYC-DT,IN_STORE,42,1407.68,70.38,1337.3,bookstore_sales
2020-05-23,2020,5,YYC-DT,ONLINE,21,768.56,38.43,730.13,bookstore_sales
2020-05-23,2020,5,YYC-NW,IN_STORE,28,1087.76,54.39,1033.37,bookstore_sales
2020-05-23,2020,5,YYC-NW,ONLINE,16,495.77,24.79,470.98,bookstore_sales
2020-05-23,2020,5,YYC-SE,IN_STORE,21,832.64,41.63,791.01,bookstore_sales
2020-05-23,2020,5,YYC-SE,ONLINE,19,450.34,22.52,427.82,bookstore_sales
2020-05-24,2020,5,YYC-DT,IN_STORE,48,1328.53,66.43,1262.1,bookstore_sales
2020-05-24,2020,5,YYC-DT,ONLINE,19,789.61,39.48,750.13,bookstore_sales
2020-05-24,2020,5,YYC-NW,IN_STORE,26,902.22,45.11,857.11,bookstore_sales
2020-05-24,2020,5,YYC-NW,ONLINE,13,506.06,25.3,480.76,bookstore_sales
2020-05-24,2020,5,YYC-SE,IN_STORE,29,801.55,40.08,761.47,bookstore_sales
2020-05-24,2020,5,YYC-SE,ONLINE,14,479.92,24.0,455.92,bookstore_sales
2020-05-25,2020,5,YYC-DT,IN_STORE,54,1258.72,62.94,1195.78,bookstore_sales
2020-05-25,2020,5,YYC-DT,ONLINE,19,699.55,34.98,664.57,bookstore_sales
2020-05-25,2020,5,YYC-NW,IN_STORE,36,959.24,47.96,911.28,bookstore_sales
2020-05-25,2020,5,YYC-NW,ONLINE,13,479.38,23.97,455.41,bookstore_sales
2020-05-25,2020,5,YYC-SE,IN_STORE,20,843.23,42.16,801.07,bookstore_sales
2020-05-25,2020,5,YYC-SE,ONLINE,13,379.64,18.98,360.66,bookstore_sales
2020-05-26,2020,5,YYC-DT,IN_STORE,48,1291.89,64.59,1227.3,bookstore_sales
2020-05-26,2020,5,YYC-DT,ONLINE,17,649.26,32.46,616.8,bookstore_sales
2020-05-26,2020,5,YYC-NW,IN_STORE,31,886.87,44.34,842.53,bookstore_sales
2020-05-26,2020,5,YYC-NW,ONLINE,12,510.99,25.55,485.44,bookstore_sales
2020-05-26,2020,5,YYC-SE,IN_STORE,25,742.66,37.13,705.53,bookstore_sales
2020-05-26,2020,5,YYC-SE,ONLINE,11,438.61,21.93,416.68,bookstore_sales
2020-05-27,2020,5,YYC-DT,IN_STORE,44,1194.62,59.73,1134.89,bookstore_sales
2020-05-27,2020,5,YYC-DT,ONLINE,25,677.52,33.88,643.64,bookstore_sales
2020-05-27,2020,5,YYC-NW,IN_STORE,32,871.73,43.59,828.14,bookstore_sales
2020-05-27,2020,5,YYC-NW,ONLINE,13,505.3,25.26,480.04,bookstore_sales
2020-05-27,2020,5,YYC-SE,IN_STORE,25,793.76,39.69,754.07,bookstore_sales
2020-05-27,2020,5,YYC-SE,ONLINE,15,421.72,21.09,400.63,bookstore_sales
2020-05-28,2020,5,YYC-DT,IN_STORE,33,1213.65,60.68,1152.97,bookstore_sales
2020-05-28,2020,5,YYC-DT,ONLINE,16,659.81,32.99,626.82,bookstore_sales
2020-05-28,2020,5,YYC-NW,IN_STORE,26,918.49,45.92,872.57,bookstore_sales
2020-05-28,2020,5,YYC-NW,ONLINE,15,475.73,23.79,451.94,bookstore_sales
2020-05-28,2020,5,YYC-SE,IN_STORE,18,613.05,30.65,582.4,bookstore_sales
2020-05-28,2020,5,YYC-SE,ONLINE,9,325.7,16.28,309.42,bookstore_sales
2020-05-29,2020,5,YYC-DT,IN_STORE,50,1200.81,60.04,1140.77,bookstore_sales
2020-05-29,2020,5,YYC-DT,ONLINE,16,742.76,37.14,705.62,bookstore_sales
2020-05-29,2020,5,YYC-NW,IN_STORE,33,856.5,42.82,813.68,bookstore_sales
2020-05-29,2020,5,YYC-NW,ONLINE,14,427.62,21.38,406.24,bookstore_sales
2020-05-29,2020,5,YYC-SE,IN_STORE,25,733.0,36.65,696.35,bookstore_sales
2020-05-29,2020,5,YYC-SE,ONLINE,12,368.67,18.43,350.24,bookstore_sales
2020-05-30,2020,5,YYC-DT,IN_STORE,35,1467.08,73.35,1393.73,bookstore_sales
2020-05-30,2020,5,YYC-DT,ONLINE,21,831.64,41.58,790.06,bookstore_sales
2020-05-30,2020,5,YYC-NW,IN_STORE,42,1045.94,52.3,993.64,bookstore_sales
2020-05-30,2020,5,YYC-NW,ONLINE,14,531.18,26.56,504.62,bookstore_sales
2020-05-30,2020,5,YYC-SE,IN_STORE,29,816.17,40.81,775.36,bookstore_sales
2020-05-30,2020,5,YYC-SE,ONLINE,12,505.33,25.27,480.06,bookstore_sales
2020-05-31,2020,5,YYC-DT,IN_STORE,41,1464.02,73.2,1390.82,bookstore_sales
2020-05-31,2020,5,YYC-DT,ONLINE,23,769.04,38.45,730.59,bookstore_sales
2020-05-31,2020,5,YYC-NW,IN_STORE,34,1012.71,50.64,962.07,bookstore_sales
2020-05-31,2020,5,YYC-NW,ONLINE,16,570.85,28.54,542.31,bookstore_sales
2020-05-31,2020,5,YYC-SE,IN_STORE,27,865.07,43.25,821.82,bookstore_sales
2020-05-31,2020,5,YYC-SE,ONLINE,12,490.45,24.52,465.93,bookstore_sales
2020-06-01,2020,6,YYC-DT,IN_STORE,36,1248.51,62.43,1186.08,bookstore_sales
2020-06-01,2020,6,YYC-DT,ONLINE,16,641.05,32.05,609.0,bookstore_sales
2020-06-01,2020,6,YYC-NW,IN_STORE,32,885.07,44.25,840.82,bookstore_sales
2020-06-01,2020,6,YYC-NW,ONLINE,20,489.94,24.5,465.44,bookstore_sales
2020-06-01,2020,6,YYC-SE,IN_STORE,31,742.85,37.14,705.71,bookstore_sales
2020-06-01,2020,6,YYC-SE,ONLINE,15,383.52,19.18,364.34,bookstore_sales
2020-06-02,2020,6,YYC-DT,IN_STORE,39,1391.47,69.57,1321.9,bookstore_sales
2020-06-02,2020,6,YYC-DT,ONLINE,24,756.83,37.84,718.99,bookstore_sales
2020-06-02,2020,6,YYC-NW,IN_STORE,24,962.94,48.15,914.79,bookstore_sales
2020-06-02,2020,6,YYC-NW,ONLINE,13,531.02,26.55,504.47,bookstore_sales
2020-06-02,2020,6,YYC-SE,IN_STORE,22,723.87,36.19,687.68,bookstore_sales
2020-06-02,2020,6,YYC-SE,ONLINE,17,420.57,21.03,399.54,bookstore_sales
2020-06-03,2020,6,YYC-DT,IN_STORE,43,1366.76,68.34,1298.42,bookstore_sales
2020-06-03,2020,6,YYC-DT,ONLINE,20,765.35,38.27,727.08,bookstore_sales
2020-06-03,2020,6,YYC-NW,IN_STORE,23,958.56,47.93,910.63,bookstore_sales
2020-06-03,2020,6,YYC-NW,ONLINE,12,442.86,22.14,420.72,bookstore_sales
2020-06-03,2020,6,YYC-SE,IN_STORE,31,810.94,40.55,770.39,bookstore_sales
2020-06-03,2020,6,YYC-SE,ONLINE,13,400.23,20.01,380.22,bookstore_sales
2020-06-04,2020,6,YYC-DT,IN_STORE,35,1150.71,57.54,1093.17,bookstore_sales
2020-06-04,2020,6,YYC-DT,ONLINE,22,608.04,30.4,577.64,bookstore_sales
2020-06-04,2020,6,YYC-NW,IN_STORE,23,821.8,41.09,780.71,bookstore_sales
2020-06-04,2020,6,YYC-NW,ONLINE,14,424.52,21.23,403.29,bookstore_sales
2020-06-04,2020,6,YYC-SE,IN_STORE,26,709.47,35.47,674.0,bookstore_sales
2020-06-04,2020,6,YYC-SE,ONLINE,12,379.49,18.97,360.52,bookstore_sales
2020-06-05,2020,6,YYC-DT,IN_STORE,41,1368.41,68.42,1299.99,bookstore_sales
2020-06-05,2020,6,YYC-DT,ONLINE,18,720.58,36.03,684.55,bookstore_sales
2020-06-05,2020,6,YYC-NW,IN_STORE,36,929.84,46.49,883.35,bookstore_sales
2020-06-05,2020,6,YYC-NW,ONLINE,16,522.76,26.14,496.62,bookstore_sales
2020-06-05,2020,6,YYC-SE,IN_STORE,27,862.76,43.14,819.62,bookstore_sales
2020-06-05,2020,6,YYC-SE,ONLINE,12,461.01,23.05,437.96,bookstore_sales
2020-06-06,2020,6,YYC-DT,IN_STORE,38,1496.8,74.84,1421.96,bookstore_sales
2020-06-06,2020,6,YYC-DT,ONLINE,30,747.31,37.37,709.94,bookstore_sales
2020-06-06,2020,6,YYC-NW,IN_STORE,27,1047.85,52.39,995.46,bookstore_sales
2020-06-06,2020,6,YYC-NW,ONLINE,17,517.16,25.86,491.3,bookstore_sales
2020-06-06,2020,6,YYC-SE,IN_STORE,21,836.5,41.82,794.68,bookstore_sales
2020-06-06,2020,6,YYC-SE,ONLINE,14,439.62,21.98,417.64,bookstore_sales
2020-06-07,2020,6,YYC-DT,IN_STORE,37,1423.83,71.19,1352.64,bookstore_sales
2020-06-07,2020,6,YYC-DT,ONLINE,28,829.0,41.45,787.55,bookstore_sales
2020-06-07,2020,6,YYC-NW,IN_STORE,30,1085.55,54.28,1031.27,bookstore_sales
2020-06-07,2020,6,YYC-NW,ONLINE,18,607.12,30.36,576.76,bookstore_sales
2020-06-07,2020,6,YYC-SE,IN_STORE,26,818.46,40.92,777.54,bookstore_sales
2020-06-07,2020,6,YYC-SE,ONLINE,14,423.3,21.17,402.13,bookstore_sales
2020-06-08,2020,6,YYC-DT,IN_STORE,32,1188.48,59.42,1129.06,bookstore_sales
2020-06-08,2020,6,YYC-DT,ONLINE,27,698.91,34.95,663.96,bookstore_sales
2020-06-08,2020,6,YYC-NW,IN_STORE,25,897.01,44.85,852.16,bookstore_sales
2020-06-08,2020,6,YYC-NW,ONLINE,12,487.19,24.36,462.83,bookstore_sales
2020-06-08,2020,6,YYC-SE,IN_STORE,24,655.48,32.77,622.71,bookstore_sales
2020-06-08,2020,6,YYC-SE,ONLINE,15,403.87,20.19,383.68,bookstore_sales
2020-06-09,2020,6,YYC-DT,IN_STORE,31,1237.46,61.87,1175.59,bookstore_sales
2020-06-09,2020,6,YYC-DT,ONLINE,26,636.43,31.82,604.61,bookstore_sales
2020-06-09,2020,6,YYC-NW,IN_STORE,23,853.78,42.69,811.09,bookstore_sales
2020-06-09,2020,6,YYC-NW,ONLINE,11,402.78,20.14,382.64,bookstore_sales
2020-06-09,2020,6,YYC-SE,IN_STORE,28,729.2,36.46,692.74,bookstore_sales
2020-06-09,2020,6,YYC-SE,ONLINE,12,377.4,18.87,358.53,bookstore_sales
2020-06-10,2020,6,YYC-DT,IN_STORE,32,1207.4,60.37,1147.03,bookstore_sales
2020-06-10,2020,6,YYC-DT,ONLINE,25,643.84,32.19,611.65,bookstore_sales
2020-06-10,2020,6,YYC-NW,IN_STORE,31,934.61,46.73,887.88,bookstore_sales
2020-06-10,2020,6,YYC-NW,ONLINE,12,460.06,23.0,437.06,bookstore_sales
2020-06-10,2020,6,YYC-SE,IN_STORE,25,693.19,34.66,658.53,bookstore_sales
2020-06-10,2020,6,YYC-SE,ONLINE,16,373.77,18.69,355.08,bookstore_sales
2020-06-11,2020,6,YYC-DT,IN_STORE,37,1439.33,71.97,1367.36,bookstore_sales
2020-06-11,2020,6,YYC-DT,ONLINE,19,662.91,33.15,629.76,bookstore_sales
2020-06-11,2020,6,YYC-NW,IN_STORE,23,942.44,47.12,895.32,bookstore_sales
2020-06-11,2020,6,YYC-NW,ONLINE,14,549.25,27.46,521.79,bookstore_sales
2020-06-11,2020,6,YYC-SE,IN_STORE,19,822.95,41.15,781.8,bookstore_sales
2020-06-11,2020,6,YYC-SE,ONLINE,15,421.73,21.09,400.64,bookstore_sales
2020-06-12,2020,6,YYC-DT,IN_STORE,48,1248.29,62.41,1185.88,bookstore_sales
2020-06-12,2020,6,YYC-DT,ONLINE,20,666.31,33.32,632.99,bookstore_sales
2020-06-12,2020,6,YYC-NW,IN_STORE,29,912.71,45.64,867.07,bookstore_sales
2020-06-12,2020,6,YYC-NW,ONLINE,14,550.72,27.54,523.18,bookstore_sales
2020-06-12,2020,6,YYC-SE,IN_STORE,21,757.06,37.85,719.21,bookstore_sales
2020-06-12,2020,6,YYC-SE,ONLINE,17,406.61,20.33,386.28,bookstore_sales
2020-06-13,2020,6,YYC-DT,IN_STORE,55,1511.93,75.6,1436.33,bookstore_sales
2020-06-13,2020,6,YYC-DT,ONLINE,19,801.82,40.09,761.73,bookstore_sales
2020-06-13,2020,6,YYC-NW,IN_STORE,28,1072.86,53.64,1019.22,bookstore_sales
2020-06-13,2020,6,YYC-NW,ONLINE,18,548.85,27.44,521.41,bookstore_sales
2020-06-13,2020,6,YYC-SE,IN_STORE,25,797.07,39.85,757.22,bookstore_sales
2020-06-13,2020,6,YYC-SE,ONLINE,16,448.97,22.45,426.52,bookstore_sales
2020-06-14,2020,6,YYC-DT,IN_STORE,36,1527.07,76.35,1450.72,bookstore_sales
2020-06-14,2020,6,YYC-DT,ONLINE,19,793.95,39.7,754.25,bookstore_sales
2020-06-14,2020,6,YYC-NW,IN_STORE,26,1128.12,56.41,1071.71,bookstore_sales
2020-06-14,2020,6,YYC-NW,ONLINE,19,582.37,29.12,553.25,bookstore_sales
2020-06-14,2020,6,YYC-SE,IN_STORE,22,945.87,47.29,898.58,bookstore_sales
2020-06-14,2020,6,YYC-SE,ONLINE,15,529.46,26.47,502.99,bookstore_sales
2020-06-15,2020,6,YYC-DT,IN_STORE,39,1105.87,55.29,1050.58,bookstore_sales
2020-06-15,2020,6,YYC-DT,ONLINE,20,675.5,33.78,641.72,bookstore_sales
2020-06-15,2020,6,YYC-NW,IN_STORE,36,885.62,44.28,841.34,bookstore_sales
2020-06-15,2020,6,YYC-NW,ONLINE,12,439.47,21.97,417.5,bookstore_sales
2020-06-15,2020,6,YYC-SE,IN_STORE,25,684.93,34.25,650.68,bookstore_sales
2020-06-15,2020,6,YYC-SE,ONLINE,13,396.4,19.82,376.58,bookstore_sales
2020-06-16,2020,6,YYC-DT,IN_STORE,34,1382.31,69.12,1313.19,bookstore_sales
2020-06-16,2020,6,YYC-DT,ONLINE,25,719.24,35.96,683.28,bookstore_sales
2020-06-16,2020,6,YYC-NW,IN_STORE,31,956.14,47.81,908.33,bookstore_sales
2020-06-16,2020,6,YYC-NW,ONLINE,20,479.8,23.99,455.81,bookstore_sales
2020-06-16,2020,6,YYC-SE,IN_STORE,20,811.41,40.57,770.84,bookstore_sales
2020-06-16,2020,6,YYC-SE,ONLINE,17,458.73,22.94,435.79,bookstore_sales
2020-06-17,2020,6,YYC-DT,IN_STORE,45,1297.38,64.87,1232.51,bookstore_sales
2020-06-17,2020,6,YYC-DT,ONLINE,21,616.58,30.83,585.75,bookstore_sales
2020-06-17,2020,6,YYC-NW,IN_STORE,21,802.3,40.12,762.18,bookstore_sales
2020-06-17,2020,6,YYC-NW,ONLINE,12,451.39,22.57,428.82,bookstore_sales
2020-06-17,2020,6,YYC-SE,IN_STORE,21,817.6,40.88,776.72,bookstore_sales
2020-06-17,2020,6,YYC-SE,ONLINE,10,398.27,19.91,378.36,bookstore_sales
2020-06-18,2020,6,YYC-DT,IN_STORE,50,1245.99,62.3,1183.69,bookstore_sales
2020-06-18,2020,6,YYC-DT,ONLINE,22,709.42,35.47,673.95,bookstore_sales
2020-06-18,2020,6,YYC-NW,IN_STORE,26,884.8,44.24,840.56,bookstore_sales
2020-06-18,2020,6,YYC-NW,ONLINE,15,462.01,23.1,438.91,bookstore_sales
2020-06-18,2020,6,YYC-SE,IN_STORE,22,801.96,40.1,761.86,bookstore_sales
2020-06-18,2020,6,YYC-SE,ONLINE,13,422.38,21.12,401.26,bookstore_sales
2020-06-19,2020,6,YYC-DT,IN_STORE,45,1325.65,66.28,1259.37,bookstore_sales
2020-06-19,2020,6,YYC-DT,ONLINE,20,627.22,31.36,595.86,bookstore_sales
2020-06-19,2020,6,YYC-NW,IN_STORE,28,958.86,47.94,910.92,bookstore_sales
2020-06-19,2020,6,YYC-NW,ONLINE,13,497.23,24.86,472.37,bookstore_sales
2020-06-19,2020,6,YYC-SE,IN_STORE,30,805.88,40.29,765.59,bookstore_sales
2020-06-19,2020,6,YYC-SE,ONLINE,17,449.9,22.5,427.4,bookstore_sales
2020-06-20,2020,6,YYC-DT,IN_STORE,34,1321.86,66.09,1255.77,bookstore_sales
2020-06-20,2020,6,YYC-DT,ONLINE,18,694.47,34.72,659.75,bookstore_sales
2020-06-20,2020,6,YYC-NW,IN_STORE,27,1032.38,51.62,980.76,bookstore_sales
2020-06-20,2020,6,YYC-NW,ONLINE,17,569.04,28.45,540.59,bookstore_sales
2020-06-20,2020,6,YYC-SE,IN_STORE,26,881.77,44.09,837.68,bookstore_sales
2020-06-20,2020,6,YYC-SE,ONLINE,11,467.57,23.38,444.19,bookstore_sales
2020-06-21,2020,6,YYC-DT,IN_STORE,42,1373.56,68.68,1304.88,bookstore_sales
2020-06-21,2020,6,YYC-DT,ONLINE,19,739.9,36.99,702.91,bookstore_sales
2020-06-21,2020,6,YYC-NW,IN_STORE,31,1044.39,52.22,992.17,bookstore_sales
2020-06-21,2020,6,YYC-NW,ONLINE,23,574.34,28.72,545.62,bookstore_sales
2020-06-21,2020,6,YYC-SE,IN_STORE,30,883.98,44.2,839.78,bookstore_sales
2020-06-21,2020,6,YYC-SE,ONLINE,11,374.26,18.71,355.55,bookstore_sales
2020-06-22,2020,6,YYC-DT,IN_STORE,39,1385.76,69.29,1316.47,bookstore_sales
2020-06-22,2020,6,YYC-DT,ONLINE,30,765.4,38.27,727.13,bookstore_sales
2020-06-22,2020,6,YYC-NW,IN_STORE,33,967.46,48.37,919.09,bookstore_sales
2020-06-22,2020,6,YYC-NW,ONLINE,14,447.67,22.38,425.29,bookstore_sales
2020-06-22,2020,6,YYC-SE,IN_STORE,22,801.32,40.07,761.25,bookstore_sales
2020-06-22,2020,6,YYC-SE,ONLINE,15,438.9,21.94,416.96,bookstore_sales
2020-06-23,2020,6,YYC-DT,IN_STORE,41,1216.17,60.81,1155.36,bookstore_sales
2020-06-23,2020,6,YYC-DT,ONLINE,27,680.93,34.05,646.88,bookstore_sales
2020-06-23,2020,6,YYC-NW,IN_STORE,23,873.36,43.67,829.69,bookstore_sales
2020-06-23,2020,6,YYC-NW,ONLINE,15,460.67,23.03,437.64,bookstore_sales
2020-06-23,2020,6,YYC-SE,IN_STORE,22,760.55,38.03,722.52,bookstore_sales
2020-06-23,2020,6,YYC-SE,ONLINE,10,400.26,20.01,380.25,bookstore_sales
2020-06-24,2020,6,YYC-DT,IN_STORE,47,1423.7,71.18,1352.52,bookstore_sales
2020-06-24,2020,6,YYC-DT,ONLINE,21,723.03,36.15,686.88,bookstore_sales
2020-06-24,2020,6,YYC-NW,IN_STORE,38,1037.4,51.87,985.53,bookstore_sales
2020-06-24,2020,6,YYC-NW,ONLINE,14,525.83,26.29,499.54,bookstore_sales
2020-06-24,2020,6,YYC-SE,IN_STORE,25,882.66,44.13,838.53,bookstore_sales
2020-06-24,2020,6,YYC-SE,ONLINE,15,445.5,22.28,423.22,bookstore_sales
2020-06-25,2020,6,YYC-DT,IN_STORE,31,1247.51,62.38,1185.13,bookstore_sales
2020-06-25,2020,6,YYC-DT,ONLINE,18,573.53,28.68,544.85,bookstore_sales
2020-06-25,2020,6,YYC-NW,IN_STORE,25,860.25,43.01,817.24,bookstore_sales
2020-06-25,2020,6,YYC-NW,ONLINE,15,499.2,24.96,474.24,bookstore_sales
2020-06-25,2020,6,YYC-SE,IN_STORE,21,681.53,34.08,647.45,bookstore_sales
2020-06-25,2020,6,YYC-SE,ONLINE,15,394.36,19.72,374.64,bookstore_sales
2020-06-26,2020,6,YYC-DT,IN_STORE,37,1441.25,72.06,1369.19,bookstore_sales
2020-06-26,2020,6,YYC-DT,ONLINE,21,682.74,34.14,648.6,bookstore_sales
2020-06-26,2020,6,YYC-NW,IN_STORE,27,974.86,48.74,926.12,bookstore_sales
2020-06-26,2020,6,YYC-NW,ONLINE,15,499.18,24.96,474.22,bookstore_sales
2020-06-26,2020,6,YYC-SE,IN_STORE,24,888.89,44.44,844.45,bookstore_sales
2020-06-26,2020,6,YYC-SE,ONLINE,11,428.23,21.41,406.82,bookstore_sales
2020-06-27,2020,6,YYC-DT,IN_STORE,41,1520.1,76.0,1444.1,bookstore_sales
2020-06-27,2020,6,YYC-DT,ONLINE,25,811.94,40.6,771.34,bookstore_sales
