date,store_id,channel,transactions,revenue,gst_collected,net_revenue,year,month
2020-09-01,YYC-DT,ONLINE,24,700,35.04,665,2020,9
2020-09-01,YYC-NW,IN_STORE,27,1007,50.39,957,2020,9
2020-09-01,YYC-NW,ONLINE,13,512,25.62,486,2020,9
2020-09-01,YYC-SE,IN_STORE,21,806,40.34,766,2020,9
2020-09-01,YYC-SE,ONLINE,17,418,20.91,397,2020,9
2020-09-02,YYC-DT,IN_STORE,35,1273,63.65,1209,2020,9
2020-09-02,YYC-DT,ONLINE,23,707,35.38,672,2020,9
2020-09-02,YYC-NW,IN_STORE,35,874,43.7,830,2020,9
2020-09-02,YYC-NW,ONLINE,15,429,21.5,408,2020,9
2020-09-02,YYC-SE,IN_STORE,20,739,36.99,702,2020,9
2020-09-02,YYC-SE,ONLINE,13,402,20.15,382,2020,9
2020-09-03,YYC-DT,IN_STORE,32,1294,64.74,1230,2020,9
2020-09-03,YYC-DT,ONLINE,24,658,32.92,625,2020,9
2020-09-03,YYC-NW,IN_STORE,35,889,44.48,845,2020,9
2020-09-03,YYC-NW,ONLINE,20,464,23.23,441,2020,9
2020-09-03,YYC-SE,IN_STORE,22,796,39.83,756,2020,9
2020-09-03,YYC-SE,ONLINE,11,447,22.36,424,2020,9
2020-09-04,YYC-DT,IN_STORE,38,1233,61.68,1172,2020,9
2020-09-04,YYC-DT,ONLINE,19,703,35.17,668,2020,9
2020-09-04,YYC-NW,IN_STORE,27,915,45.79,870,2020,9
2020-09-04,YYC-NW,ONLINE,17,448,22.41,425,2020,9
2020-09-04,YYC-SE,IN_STORE,22,801,40.05,760,2020,9
2020-09-04,YYC-SE,ONLINE,12,415,20.78,394,2020,9
2020-09-05,YYC-DT,IN_STORE,35,1255,62.79,1192,2020,9
2020-09-05,YYC-DT,ONLINE,18,715,35.75,679,2020,9
2020-09-05,YYC-NW,IN_STORE,34,916,45.82,870,2020,9
2020-09-05,YYC-NW,ONLINE,16,484,24.25,460,2020,9
2020-09-05,YYC-SE,IN_STORE,22,803,40.2,763,2020,9
2020-09-05,YYC-SE,ONLINE,13,428,21.45,407,2020,9
2020-09-06,YYC-DT,IN_STORE,40,1634,81.72,1552,2020,9
2020-09-06,YYC-DT,ONLINE,27,787,39.36,747,2020,9
2020-09-06,YYC-NW,IN_STORE,37,1148,57.41,1090,2020,9
2020-09-06,YYC-NW,ONLINE,14,569,28.49,541,2020,9
2020-09-06,YYC-SE,IN_STORE,36,909,45.47,864,2020,9
2020-09-06,YYC-SE,ONLINE,12,525,26.29,499,2020,9
2020-09-07,YYC-DT,IN_STORE,37,1291,64.58,1227,2020,9
2020-09-07,YYC-DT,ONLINE,21,650,32.52,617,2020,9
2020-09-07,YYC-NW,IN_STORE,30,924,46.22,878,2020,9
2020-09-07,YYC-NW,ONLINE,13,504,25.21,478,2020,9
2020-09-07,YYC-SE,IN_STORE,23,754,37.74,716,2020,9
2020-09-07,YYC-SE,ONLINE,16,406,20.31,385,2020,9
2020-09-08,YYC-DT,IN_STORE,47,1330,66.53,1264,2020,9
2020-09-08,YYC-DT,ONLINE,18,697,34.89,662,2020,9
2020-09-08,YYC-NW,IN_STORE,34,878,43.95,834,2020,9
2020-09-08,YYC-NW,ONLINE,11,437,21.85,415,2020,9
2020-09-08,YYC-SE,IN_STORE,21,869,43.45,825,2020,9
2020-09-08,YYC-SE,ONLINE,14,431,21.59,410,2020,9
2020-09-09,YYC-DT,IN_STORE,34,1382,69.11,1313,2020,9
2020-09-09,YYC-DT,ONLINE,21,671,33.58,637,2020,9
2020-09-09,YYC-NW,IN_STORE,34,897,44.89,852,2020,9
2020-09-09,YYC-NW,ONLINE,16,511,25.57,485,2020,9
2020-09-09,YYC-SE,IN_STORE,19,812,40.6,771,2020,9
2020-09-09,YYC-SE,ONLINE,17,461,23.06,438,2020,9
2020-09-10,YYC-DT,IN_STORE,39,1209,60.46,1148,2020,9
2020-09-10,YYC-DT,ONLINE,17,701,35.08,666,2020,9
2020-09-10,YYC-NW,IN_STORE,29,951,47.57,903,2020,9
2020-09-10,YYC-NW,ONLINE,15,493,24.66,468,2020,9
2020-09-10,YYC-SE,IN_STORE,30,792,39.61,752,2020,9
2020-09-10,YYC-SE,ONLINE,16,367,18.36,348,2020,9
2020-09-11,YYC-DT,IN_STORE,49,1259,62.99,1196,2020,9
2020-09-11,YYC-DT,ONLINE,20,664,33.2,630,2020,9
2020-09-11,YYC-NW,IN_STORE,34,821,41.06,780,2020,9
2020-09-11,YYC-NW,ONLINE,15,433,21.67,411,2020,9
2020-09-11,YYC-SE,IN_STORE,24,874,43.71,830,2020,9
2020-09-11,YYC-SE,ONLINE,11,383,19.2,364,2020,9
2020-09-12,YYC-DT,IN_STORE,49,1375,68.8,1307,2020,9
2020-09-12,YYC-DT,ONLINE,27,717,35.87,681,2020,9
2020-09-12,YYC-NW,IN_STORE,28,1015,50.76,964,2020,9
2020-09-12,YYC-NW,ONLINE,13,515,25.79,490,2020,9
2020-09-12,YYC-SE,IN_STORE,23,769,38.48,731,2020,9
2020-09-12,YYC-SE,ONLINE,12,460,23.03,437,2020,9
2020-09-13,YYC-DT,IN_STORE,40,1383,69.17,1314,2020,9
2020-09-13,YYC-DT,ONLINE,30,780,39.02,741,2020,9
2020-09-13,YYC-NW,IN_STORE,31,994,49.74,945,2020,9
2020-09-13,YYC-NW,ONLINE,15,569,28.48,541,2020,9
2020-09-13,YYC-SE,IN_STORE,21,853,42.67,810,2020,9
2020-09-13,YYC-SE,ONLINE,12,434,21.74,413,2020,9
2020-09-14,YYC-DT,IN_STORE,33,1381,69.1,1312,2020,9
2020-09-14,YYC-DT,ONLINE,28,721,36.07,685,2020,9
2020-09-14,YYC-NW,IN_STORE,29,1020,51.0,969,2020,9
2020-09-14,YYC-NW,ONLINE,14,634,31.72,602,2020,9
2020-09-14,YYC-SE,IN_STORE,23,825,41.28,784,2020,9
2020-09-14,YYC-SE,ONLINE,11,477,23.87,453,2020,9
2020-09-15,YYC-DT,IN_STORE,46,1337,66.9,1271,2020,9
2020-09-15,YYC-DT,ONLINE,28,734,36.7,697,2020,9
2020-09-15,YYC-NW,IN_STORE,25,967,48.36,918,2020,9
2020-09-15,YYC-NW,ONLINE,17,452,22.6,429,2020,9
2020-09-15,YYC-SE,IN_STORE,26,745,37.29,708,2020,9
2020-09-15,YYC-SE,ONLINE,12,417,20.87,396,2020,9
2020-09-16,YYC-DT,IN_STORE,52,1359,67.95,1291,2020,9
2020-09-16,YYC-DT,ONLINE,29,695,34.78,660,2020,9
2020-09-16,YYC-NW,IN_STORE,25,958,47.91,910,2020,9
2020-09-16,YYC-NW,ONLINE,14,506,25.35,481,2020,9
2020-09-16,YYC-SE,IN_STORE,27,734,36.71,697,2020,9
2020-09-16,YYC-SE,ONLINE,12,507,25.38,482,2020,9
2020-09-17,YYC-DT,IN_STORE,39,1228,61.4,1166,2020,9
2020-09-17,YYC-DT,ONLINE,20,674,33.74,641,2020,9
2020-09-17,YYC-NW,IN_STORE,28,849,42.46,806,2020,9
2020-09-17,YYC-NW,ONLINE,12,440,22.04,418,2020,9
2020-09-17,YYC-SE,IN_STORE,19,741,37.09,704,2020,9
2020-09-17,YYC-SE,ONLINE,12,378,18.93,359,2020,9
2020-09-18,YYC-DT,IN_STORE,48,1162,58.14,1104,2020,9
2020-09-18,YYC-DT,ONLINE,19,591,29.56,561,2020,9
2020-09-18,YYC-NW,IN_STORE,34,835,41.77,793,2020,9
2020-09-18,YYC-NW,ONLINE,11,436,21.85,415,2020,9
2020-09-18,YYC-SE,IN_STORE,19,727,36.38,691,2020,9
2020-09-18,YYC-SE,ONLINE,14,391,19.58,371,2020,9
2020-09-19,YYC-DT,IN_STORE,53,1436,71.8,1364,2020,9
2020-09-19,YYC-DT,ONLINE,25,695,34.75,660,2020,9
2020-09-19,YYC-NW,IN_STORE,39,968,48.44,920,2020,9
2020-09-19,YYC-NW,ONLINE,16,533,26.68,506,2020,9
2020-09-19,YYC-SE,IN_STORE,27,806,40.33,766,2020,9
2020-09-19,YYC-SE,ONLINE,11,448,22.43,426,2020,9
2020-09-20,YYC-DT,IN_STORE,45,1320,66.04,1254,2020,9
2020-09-20,YYC-DT,ONLINE,27,756,37.83,718,2020,9
2020-09-20,YYC-NW,IN_STORE,24,950,47.52,902,2020,9
2020-09-20,YYC-NW,ONLINE,20,514,25.73,488,2020,9
2020-09-20,YYC-SE,IN_STORE,23,839,41.95,797,2020,9
2020-09-20,YYC-SE,ONLINE,15,495,24.76,470,2020,9
2020-09-21,YYC-DT,IN_STORE,47,1354,67.71,1286,2020,9
2020-09-21,YYC-DT,ONLINE,24,682,34.13,648,2020,9
2020-09-21,YYC-NW,IN_STORE,27,996,49.84,947,2020,9
2020-09-21,YYC-NW,ONLINE,13,449,22.46,426,2020,9
2020-09-21,YYC-SE,IN_STORE,24,817,40.88,776,2020,9
2020-09-21,YYC-SE,ONLINE,11,429,21.47,407,2020,9
2020-09-22,YYC-DT,IN_STORE,30,1128,56.43,1072,2020,9
2020-09-22,YYC-DT,ONLINE,18,569,28.49,541,2020,9
2020-09-22,YYC-NW,IN_STORE,22,859,42.96,816,2020,9
2020-09-22,YYC-NW,ONLINE,13,382,19.14,363,2020,9
2020-09-22,YYC-SE,IN_STORE,16,676,33.82,642,2020,9
2020-09-22,YYC-SE,ONLINE,12,388,19.45,369,2020,9
2020-09-23,YYC-DT,IN_STORE,46,1394,69.74,1325,2020,9
2020-09-23,YYC-DT,ONLINE,21,704,35.24,669,2020,9
2020-09-23,YYC-NW,IN_STORE,25,969,48.48,921,2020,9
2020-09-23,YYC-NW,ONLINE,16,516,25.82,490,2020,9
2020-09-23,YYC-SE,IN_STORE,21,862,43.11,819,2020,9
2020-09-23,YYC-SE,ONLINE,12,440,22.04,418,2020,9
2020-09-24,YYC-DT,IN_STORE,49,1158,57.95,1101,2020,9
2020-09-24,YYC-DT,ONLINE,18,593,29.68,563,2020,9
2020-09-24,YYC-NW,IN_STORE,24,875,43.78,831,2020,9
2020-09-24,YYC-NW,ONLINE,12,493,24.7,469,2020,9
2020-09-24,YYC-SE,IN_STORE,20,718,35.91,682,2020,9
2020-09-24,YYC-SE,ONLINE,14,443,22.17,421,2020,9
2020-09-25,YYC-DT,IN_STORE,51,1152,57.64,1095,2020,9
2020-09-25,YYC-DT,ONLINE,21,644,32.22,612,2020,9
2020-09-25,YYC-NW,IN_STORE,32,892,44.61,847,2020,9
2020-09-25,YYC-NW,ONLINE,11,407,20.36,386,2020,9
2020-09-25,YYC-SE,IN_STORE,28,732,36.64,696,2020,9
2020-09-25,YYC-SE,ONLINE,10,406,20.31,385,2020,9
2020-09-26,YYC-DT,IN_STORE,37,1405,70.26,1335,2020,9
2020-09-26,YYC-DT,ONLINE,27,703,35.18,668,2020,9
2020-09-26,YYC-NW,IN_STORE,32,983,49.16,933,2020,9
2020-09-26,YYC-NW,ONLINE,18,519,25.99,493,2020,9
2020-09-26,YYC-SE,IN_STORE,24,714,35.73,678,2020,9
2020-09-26,YYC-SE,ONLINE,11,430,21.53,409,2020,9
2020-09-27,YYC-DT,IN_STORE,50,1297,64.86,1232,2020,9
2020-09-27,YYC-DT,ONLINE,16,687,34.4,653,2020,9
2020-09-27,YYC-NW,IN_STORE,23,926,46.34,880,2020,9
2020-09-27,YYC-NW,ONLINE,17,498,24.92,473,2020,9
2020-09-27,YYC-SE,IN_STORE,29,769,38.5,731,2020,9
2020-09-27,YYC-SE,ONLINE,12,409,20.46,388,2020,9
2020-09-28,YYC-DT,IN_STORE,39,1311,65.56,1245,2020,9
2020-09-28,YYC-DT,ONLINE,25,698,34.94,663,2020,9
2020-09-28,YYC-NW,IN_STORE,23,968,48.44,920,2020,9
2020-09-28,YYC-NW,ONLINE,12,467,23.38,444,2020,9
2020-09-28,YYC-SE,IN_STORE,28,827,41.37,785,2020,9
2020-09-28,YYC-SE,ONLINE,11,441,22.09,419,2020,9
2020-09-29,YYC-DT,IN_STORE,38,1250,62.51,1187,2020,9
2020-09-29,YYC-DT,ONLINE,26,672,33.64,639,2020,9
2020-09-29,YYC-NW,IN_STORE,31,974,48.75,926,2020,9
2020-09-29,YYC-NW,ONLINE,14,480,24.03,456,2020,9
2020-09-29,YYC-SE,IN_STORE,27,734,36.73,697,2020,9
2020-09-29,YYC-SE,ONLINE,10,411,20.59,391,2020,9
2020-09-30,YYC-DT,IN_STORE,46,1137,56.89,1080,2020,9
2020-09-30,YYC-DT,ONLINE,16,623,31.17,592,2020,9
2020-09-30,YYC-NW,IN_STORE,21,852,42.63,809,2020,9
2020-09-30,YYC-NW,ONLINE,13,459,22.97,436,2020,9
2020-09-30,YYC-SE,IN_STORE,19,726,36.3,689,2020,9
2020-09-30,YYC-SE,ONLINE,13,379,18.96,360,2020,9
2020-10-01,YYC-DT,IN_STORE,32,1236,61.8,1174,2020,10
2020-10-01,YYC-DT,ONLINE,16,588,29.44,559,2020,10
2020-10-01,YYC-NW,IN_STORE,21,798,39.91,758,2020,10
2020-10-01,YYC-NW,ONLINE,12,509,25.48,484,2020,10
2020-10-01,YYC-SE,IN_STORE,20,710,35.52,674,2020,10
2020-10-01,YYC-SE,ONLINE,15,427,21.37,406,2020,10
2020-10-02,YYC-DT,IN_STORE,36,1290,64.5,1225,2020,10
2020-10-02,YYC-DT,ONLINE,17,730,36.53,694,2020,10
2020-10-02,YYC-NW,IN_STORE,31,849,42.45,806,2020,10
2020-10-02,YYC-NW,ONLINE,16,462,23.15,439,2020,10
2020-10-02,YYC-SE,IN_STORE,27,732,36.65,696,2020,10
2020-10-02,YYC-SE,ONLINE,10,429,21.49,408,2020,10
2020-10-03,YYC-DT,IN_STORE,52,1637,81.87,1555,2020,10
2020-10-03,YYC-DT,ONLINE,31,866,43.35,823,2020,10
2020-10-03,YYC-NW,IN_STORE,30,1139,56.99,1082,2020,10
2020-10-03,YYC-NW,ONLINE,20,551,27.57,523,2020,10
2020-10-03,YYC-SE,IN_STORE,23,921,46.09,875,2020,10
2020-10-03,YYC-SE,ONLINE,14,489,24.47,464,2020,10
2020-10-04,YYC-DT,IN_STORE,46,1469,73.48,1396,2020,10
2020-10-04,YYC-DT,ONLINE,20,750,37.54,713,2020,10
2020-10-04,YYC-NW,IN_STORE,30,973,48.66,924,2020,10
2020-10-04,YYC-NW,ONLINE,19,508,25.43,483,2020,10
2020-10-04,YYC-SE,IN_STORE,35,898,44.94,853,2020,10
2020-10-04,YYC-SE,ONLINE,15,433,21.66,411,2020,10
2020-10-05,YYC-DT,IN_STORE,36,1290,64.53,1226,2020,10
2020-10-05,YYC-DT,ONLINE,21,655,32.75,622,2020,10
2020-10-05,YYC-NW,IN_STORE,36,837,41.86,795,2020,10
2020-10-05,YYC-NW,ONLINE,17,406,20.32,386,2020,10
2020-10-05,YYC-SE,IN_STORE,28,759,37.95,721,2020,10
2020-10-05,YYC-SE,ONLINE,16,381,19.1,362,2020,10
2020-10-06,YYC-DT,IN_STORE,41,1268,63.4,1204,2020,10
2020-10-06,YYC-DT,ONLINE,17,723,36.2,687,2020,10
2020-10-06,YYC-NW,IN_STORE,25,944,47.22,897,2020,10
2020-10-06,YYC-NW,ONLINE,12,549,27.49,522,2020,10
2020-10-06,YYC-SE,IN_STORE,26,831,41.58,789,2020,10
2020-10-06,YYC-SE,ONLINE,11,424,21.24,403,2020,10
2020-10-07,YYC-DT,IN_STORE,36,1283,64.2,1219,2020,10
2020-10-07,YYC-DT,ONLINE,24,588,29.43,559,2020,10
2020-10-07,YYC-NW,IN_STORE,29,891,44.55,846,2020,10
2020-10-07,YYC-NW,ONLINE,13,471,23.58,448,2020,10
2020-10-07,YYC-SE,IN_STORE,23,781,39.08,742,2020,10
2020-10-07,YYC-SE,ONLINE,16,418,20.93,397,2020,10
2020-10-08,YYC-DT,IN_STORE,47,1080,54.05,1026,2020,10
2020-10-08,YYC-DT,ONLINE,15,642,32.14,610,2020,10
2020-10-08,YYC-NW,IN_STORE,20,767,38.36,728,2020,10
2020-10-08,YYC-NW,ONLINE,11,429,21.46,407,2020,10
2020-10-08,YYC-SE,IN_STORE,23,703,35.18,668,2020,10
2020-10-08,YYC-SE,ONLINE,12,392,19.65,373,2020,10
2020-10-09,YYC-DT,IN_STORE,36,1271,63.56,1207,2020,10
2020-10-09,YYC-DT,ONLINE,17,806,40.33,766,2020,10
2020-10-09,YYC-NW,IN_STORE,23,938,46.93,891,2020,10
2020-10-09,YYC-NW,ONLINE,13,411,20.58,391,2020,10
2020-10-09,YYC-SE,IN_STORE,19,749,37.48,712,2020,10
2020-10-09,YYC-SE,ONLINE,10,443,22.15,420,2020,10
2020-10-10,YYC-DT,IN_STORE,47,1376,68.83,1307,2020,10
2020-10-10,YYC-DT,ONLINE,25,721,36.05,684,2020,10
2020-10-10,YYC-NW,IN_STORE,29,1038,51.91,986,2020,10
2020-10-10,YYC-NW,ONLINE,15,498,24.95,474,2020,10
2020-10-10,YYC-SE,IN_STORE,24,932,46.62,885,2020,10
2020-10-10,YYC-SE,ONLINE,11,449,22.46,426,2020,10
2020-10-11,YYC-DT,IN_STORE,53,1504,75.24,1429,2020,10
2020-10-11,YYC-DT,ONLINE,24,808,40.4,767,2020,10
2020-10-11,YYC-NW,IN_STORE,32,960,48.01,912,2020,10
2020-10-11,YYC-NW,ONLINE,20,542,27.14,515,2020,10
2020-10-11,YYC-SE,IN_STORE,22,947,47.37,899,2020,10
2020-10-11,YYC-SE,ONLINE,20,474,23.7,450,2020,10
2020-10-12,YYC-DT,IN_STORE,36,1435,71.78,1363,2020,10
2020-10-12,YYC-DT,ONLINE,23,729,36.5,693,2020,10
2020-10-12,YYC-NW,IN_STORE,26,1047,52.38,995,2020,10
2020-10-12,YYC-NW,ONLINE,21,542,27.1,514,2020,10
2020-10-12,YYC-SE,IN_STORE,31,837,41.87,795,2020,10
2020-10-12,YYC-SE,ONLINE,13,451,22.56,428,2020,10
2020-10-13,YYC-DT,IN_STORE,35,1400,70.02,1330,2020,10
2020-10-13,YYC-DT,ONLINE,30,755,37.78,717,2020,10
2020-10-13,YYC-NW,IN_STORE,30,996,49.8,946,2020,10
2020-10-13,YYC-NW,ONLINE,15,520,26.04,494,2020,10
2020-10-13,YYC-SE,IN_STORE,23,921,46.08,875,2020,10
2020-10-13,YYC-SE,ONLINE,12,450,22.53,428,2020,10
2020-10-14,YYC-DT,IN_STORE,43,1272,63.65,1209,2020,10
2020-10-14,YYC-DT,ONLINE,25,675,33.77,641,2020,10
2020-10-14,YYC-NW,IN_STORE,27,895,44.75,850,2020,10
2020-10-14,YYC-NW,ONLINE,19,496,24.81,471,2020,10
2020-10-14,YYC-SE,IN_STORE,32,826,41.32,785,2020,10
2020-10-14,YYC-SE,ONLINE,10,417,20.89,396,2020,10
2020-10-15,YYC-DT,IN_STORE,30,1275,63.77,1211,2020,10
2020-10-15,YYC-DT,ONLINE,18,746,37.32,709,2020,10
2020-10-15,YYC-NW,IN_STORE,26,833,41.67,791,2020,10
2020-10-15,YYC-NW,ONLINE,13,510,25.52,484,2020,10
2020-10-15,YYC-SE,IN_STORE,23,715,35.78,679,2020,10
2020-10-15,YYC-SE,ONLINE,13,427,21.4,406,2020,10
2020-10-16,YYC-DT,IN_STORE,59,1584,79.21,1504,2020,10
2020-10-16,YYC-DT,ONLINE,21,802,40.12,762,2020,10
2020-10-16,YYC-NW,IN_STORE,25,1091,54.58,1037,2020,10
2020-10-16,YYC-NW,ONLINE,20,474,23.73,450,2020,10
2020-10-16,YYC-SE,IN_STORE,34,865,43.27,822,2020,10
2020-10-16,YYC-SE,ONLINE,14,498,24.91,473,2020,10
2020-10-17,YYC-DT,IN_STORE,41,1485,74.3,1411,2020,10
2020-10-17,YYC-DT,ONLINE,19,794,39.74,754,2020,10
2020-10-17,YYC-NW,IN_STORE,30,1095,54.78,1040,2020,10
2020-10-17,YYC-NW,ONLINE,18,630,31.54,599,2020,10
2020-10-17,YYC-SE,IN_STORE,36,886,44.34,842,2020,10
2020-10-17,YYC-SE,ONLINE,14,448,22.44,426,2020,10
2020-10-18,YYC-DT,IN_STORE,37,1551,77.6,1474,2020,10
2020-10-18,YYC-DT,ONLINE,20,751,37.6,714,2020,10
2020-10-18,YYC-NW,IN_STORE,25,941,47.05,894,2020,10
2020-10-18,YYC-NW,ONLINE,19,497,24.9,473,2020,10
2020-10-18,YYC-SE,IN_STORE,31,941,47.1,894,2020,10
2020-10-18,YYC-SE,ONLINE,12,417,20.87,396,2020,10
2020-10-19,YYC-DT,IN_STORE,51,1268,63.43,1205,2020,10
2020-10-19,YYC-DT,ONLINE,21,662,33.12,629,2020,10
2020-10-19,YYC-NW,IN_STORE,24,956,47.83,908,2020,10
2020-10-19,YYC-NW,ONLINE,15,478,23.9,454,2020,10
2020-10-19,YYC-SE,IN_STORE,22,841,42.08,799,2020,10
2020-10-19,YYC-SE,ONLINE,12,446,22.34,424,2020,10
2020-10-20,YYC-DT,IN_STORE,38,1429,71.47,1357,2020,10
2020-10-20,YYC-DT,ONLINE,21,693,34.67,658,2020,10
2020-10-20,YYC-NW,IN_STORE,33,960,48.01,912,2020,10
2020-10-20,YYC-NW,ONLINE,13,524,26.24,498,2020,10
2020-10-20,YYC-SE,IN_STORE,24,828,41.44,787,2020,10
2020-10-20,YYC-SE,ONLINE,13,424,21.22,403,2020,10
2020-10-21,YYC-DT,IN_STORE,50,1288,64.42,1223,2020,10
2020-10-21,YYC-DT,ONLINE,21,685,34.29,651,2020,10
2020-10-21,YYC-NW,IN_STORE,24,883,44.16,838,2020,10
2020-10-21,YYC-NW,ONLINE,16,494,24.7,469,2020,10
2020-10-21,YYC-SE,IN_STORE,19,720,36.03,684,2020,10
2020-10-21,YYC-SE,ONLINE,14,387,19.38,368,2020,10
2020-10-22,YYC-DT,IN_STORE,33,1237,61.88,1175,2020,10
2020-10-22,YYC-DT,ONLINE,23,634,31.73,602,2020,10
2020-10-22,YYC-NW,IN_STORE,26,981,49.06,932,2020,10
2020-10-22,YYC-NW,ONLINE,16,476,23.85,453,2020,10
2020-10-22,YYC-SE,IN_STORE,27,776,38.84,737,2020,10
2020-10-22,YYC-SE,ONLINE,12,403,20.19,383,2020,10
2020-10-23,YYC-DT,IN_STORE,51,1288,64.42,1224,2020,10
2020-10-23,YYC-DT,ONLINE,24,702,35.12,667,2020,10
2020-10-23,YYC-NW,IN_STORE,33,897,44.85,852,2020,10
2020-10-23,YYC-NW,ONLINE,14,491,24.56,466,2020,10
2020-10-23,YYC-SE,IN_STORE,23,739,36.95,702,2020,10
2020-10-23,YYC-SE,ONLINE,13,404,20.23,384,2020,10
2020-10-24,YYC-DT,IN_STORE,41,1550,77.53,1473,2020,10
2020-10-24,YYC-DT,ONLINE,26,783,39.18,744,2020,10
2020-10-24,YYC-NW,IN_STORE,41,1028,51.42,977,2020,10
2020-10-24,YYC-NW,ONLINE,20,521,26.07,495,2020,10
2020-10-24,YYC-SE,IN_STORE,21,852,42.64,810,2020,10
2020-10-24,YYC-SE,ONLINE,12,466,23.32,443,2020,10
2020-10-25,YYC-DT,IN_STORE,55,1399,69.99,1329,2020,10
2020-10-25,YYC-DT,ONLINE,29,760,38.02,722,2020,10
2020-10-25,YYC-NW,IN_STORE,25,961,48.09,913,2020,10
2020-10-25,YYC-NW,ONLINE,21,474,23.72,450,2020,10
2020-10-25,YYC-SE,IN_STORE,28,842,42.13,800,2020,10
2020-10-25,YYC-SE,ONLINE,13,506,25.3,480,2020,10
2020-10-26,YYC-DT,IN_STORE,36,1257,62.86,1194,2020,10
2020-10-26,YYC-DT,ONLINE,16,701,35.08,666,2020,10
2020-10-26,YYC-NW,IN_STORE,23,832,41.65,791,2020,10
2020-10-26,YYC-NW,ONLINE,16,528,26.42,501,2020,10
2020-10-26,YYC-SE,IN_STORE,19,801,40.06,761,2020,10
2020-10-26,YYC-SE,ONLINE,10,402,20.12,382,2020,10
2020-10-27,YYC-DT,IN_STORE,38,1304,65.22,1239,2020,10
2020-10-27,YYC-DT,ONLINE,28,708,35.44,673,2020,10
2020-10-27,YYC-NW,IN_STORE,31,974,48.75,926,2020,10
2020-10-27,YYC-NW,ONLINE,15,489,24.46,464,2020,10
2020-10-27,YYC-SE,IN_STORE,33,800,40.02,760,2020,10
2020-10-27,YYC-SE,ONLINE,15,422,21.12,401,2020,10
2020-10-28,YYC-DT,IN_STORE,40,1247,62.37,1185,2020,10
2020-10-28,YYC-DT,ONLINE,19,730,36.53,694,2020,10
2020-10-28,YYC-NW,IN_STORE,24,885,44.3,841,2020,10
2020-10-28,YYC-NW,ONLINE,15,467,23.36,443,2020,10
2020-10-28,YYC-SE,IN_STORE,29,738,36.9,701,2020,10
2020-10-28,YYC-SE,ONLINE,15,391,19.59,372,2020,10
2020-10-29,YYC-DT,IN_STORE,41,1309,65.46,1243,2020,10
2020-10-29,YYC-DT,ONLINE,24,771,38.59,733,2020,10
2020-10-29,YYC-NW,IN_STORE,41,982,49.1,932,2020,10
2020-10-29,YYC-NW,ONLINE,20,514,25.7,488,2020,10
2020-10-29,YYC-SE,IN_STORE,28,913,45.65,867,2020,10
2020-10-29,YYC-SE,ONLINE,14,452,22.61,429,2020,10
2020-10-30,YYC-DT,IN_STORE,28,1122,56.15,1066,2020,10
2020-10-30,YYC-DT,ONLINE,21,640,32.04,608,2020,10
2020-10-30,YYC-NW,IN_STORE,22,809,40.45,768,2020,10
2020-10-30,YYC-NW,ONLINE,16,443,22.16,420,2020,10
2020-10-30,YYC-SE,IN_STORE,18,729,36.48,693,2020,10
2020-10-30,YYC-SE,ONLINE,10,281,14.07,267,2020,10
2020-10-31,YYC-DT,IN_STORE,44,1497,74.87,1422,2020,10
2020-10-31,YYC-DT,ONLINE,30,780,39.01,741,2020,10
2020-10-31,YYC-NW,IN_STORE,38,1058,52.95,1005,2020,10
2020-10-31,YYC-NW,ONLINE,20,572,28.6,543,2020,10
2020-10-31,YYC-SE,IN_STORE,23,934,46.74,888,2020,10
2020-10-31,YYC-SE,ONLINE,14,531,26.58,504,2020,10
2020-11-01,YYC-DT,IN_STORE,47,1687,84.36,1602,2020,11
2020-11-01,YYC-DT,ONLINE,28,1050,52.52,997,2020,11
2020-11-01,YYC-NW,IN_STORE,48,1288,64.4,1223,2020,11
2020-11-01,YYC-NW,ONLINE,24,708,35.44,673,2020,11
2020-11-01,YYC-SE,IN_STORE,27,1046,52.33,994,2020,11
2020-11-01,YYC-SE,ONLINE,23,587,29.39,558,2020,11
2020-11-02,YYC-DT,IN_STORE,44,1354,67.71,1286,2020,11
2020-11-02,YYC-DT,ONLINE,21,715,35.75,679,2020,11
2020-11-02,YYC-NW,IN_STORE,37,907,45.36,861,2020,11
2020-11-02,YYC-NW,ONLINE,18,496,24.82,471,2020,11
2020-11-02,YYC-SE,IN_STORE,24,854,42.71,811,2020,11
2020-11-02,YYC-SE,ONLINE,13,446,22.3,423,2020,11
2020-11-03,YYC-DT,IN_STORE,39,1623,81.19,1542,2020,11
2020-11-03,YYC-DT,ONLINE,20,760,38.0,722,2020,11
2020-11-03,YYC-NW,IN_STORE,38,1128,56.4,1071,2020,11
2020-11-03,YYC-NW,ONLINE,14,528,26.42,501,2020,11
2020-11-03,YYC-SE,IN_STORE,25,874,43.74,831,2020,11
2020-11-03,YYC-SE,ONLINE,13,453,22.69,431,2020,11
2020-11-04,YYC-DT,IN_STORE,58,1472,73.64,1399,2020,11
2020-11-04,YYC-DT,ONLINE,31,816,40.81,775,2020,11
2020-11-04,YYC-NW,IN_STORE,36,1021,51.08,970,2020,11
2020-11-04,YYC-NW,ONLINE,18,517,25.9,492,2020,11
2020-11-04,YYC-SE,IN_STORE,29,925,46.29,879,2020,11
2020-11-04,YYC-SE,ONLINE,14,442,22.15,420,2020,11
